epoch,train_loss,validation_mae,validation_rmse,validation_r2,validation_pr_auc,lr,seconds,peak_allocated_mib,peak_reserved_mib
16,0.16155795108364568,0.024089587852358818,0.04355832681291008,0.8547745943069458,0.8860967138312461,0.0003,55.934029183999996,1119.8623046875,2038.0
17,0.15662595673678673,0.024120233952999115,0.04362801336740454,0.8543095588684082,0.8869417728332055,0.0003,56.34173797499989,1115.54345703125,2038.0
18,0.15388257461057778,0.024063460528850555,0.044319916552928953,0.8496518731117249,0.8899859701774934,0.0003,56.25104698500013,1102.650390625,2038.0
19,0.1496570435934159,0.0241757333278656,0.04435771184781721,0.8493953347206116,0.8962100930927512,0.0003,56.77454646699994,1129.92333984375,2038.0
20,0.14823201888134066,0.023541856557130814,0.04331430963945806,0.8563971519470215,0.891058217643565,0.0003,56.65229824900007,1107.53662109375,2038.0
21,0.1443741780053789,0.022223850712180138,0.04228533398985124,0.8631390333175659,0.9009351251412754,0.0003,56.87453917300013,1119.8623046875,2038.0
22,0.14026676676816457,0.022904938086867332,0.04268838845715293,0.8605175018310547,0.9009893708339983,0.0003,56.24950856800001,1107.53662109375,2038.0
23,0.13816017140629094,0.022207001224160194,0.04231006327065109,0.8629788756370544,0.9014172431794827,0.0003,56.05328598899996,1119.8623046875,2038.0
24,0.13609756542620774,0.021782170981168747,0.041562360383727834,0.8677789568901062,0.9073921832134357,0.0003,55.997755078999944,1098.685546875,2038.0
25,0.13437270751858668,0.021504364907741547,0.04093683002693548,0.8717289566993713,0.9098766937577673,0.0003,56.03634557800001,1140.2119140625,2038.0
26,0.1316715685980372,0.022143393754959106,0.042013077197420035,0.8648957014083862,0.9077129270288306,0.0003,55.79316819199994,1119.8623046875,2038.0
27,0.13069101461349622,0.021474305540323257,0.04198693225933648,0.8650637865066528,0.8977610305242992,0.0003,56.1323125859999,1098.685546875,2038.0
28,0.12734497657295837,0.022742392495274544,0.041954929157175705,0.8652694225311279,0.9068768554587152,0.0003,56.39280388099996,1129.92333984375,2038.0
29,0.1259330482342752,0.02096152864396572,0.04133351636056633,0.8692309856414795,0.9124143899108822,0.0003,56.020722103000026,1107.53662109375,2038.0
30,0.12378335274983375,0.020670562982559204,0.04130235708335586,0.8694280385971069,0.9077912714381415,0.0003,55.76336562999995,1129.92333984375,2038.0
31,0.1220490641104877,0.020459722727537155,0.04101202301830316,0.8712573051452637,0.9128707830738652,0.0003,56.253862454,1119.8623046875,2038.0
32,0.11979603143159716,0.02047252468764782,0.04065401606814417,0.8734951615333557,0.9159433282726712,0.0003,55.744971532000136,1119.8623046875,2038.0
33,0.11896650549672444,0.021090848371386528,0.040274591681446544,0.8758454918861389,0.9074885784216981,0.0003,55.29757759499989,1129.92333984375,2038.0
34,0.11720894915369375,0.01989354006946087,0.03999744118621626,0.877548336982727,0.9105883550713966,0.0003,55.5940678999998,1129.92333984375,2038.0
35,0.11483459162466521,0.019538864493370056,0.03982478174126888,0.8786032795906067,0.9125827297358455,0.0003,56.16840958800003,1119.8623046875,2038.0
36,0.113229988704613,0.020524388179183006,0.04049307310627053,0.8744947910308838,0.9059789787703181,0.0003,55.55712125400032,1129.92333984375,2038.0
37,0.11193845873201871,0.020757539197802544,0.0413585811303895,0.8690723180770874,0.9118902202957313,0.0003,55.610202583000046,1107.53662109375,2038.0
38,0.10987064886439042,0.01942414976656437,0.039848164764953724,0.8784606456756592,0.9129157084566052,0.0003,56.373748462000094,1119.8623046875,2038.0
39,0.10889164008543638,0.019297093152999878,0.03988590108726188,0.8782303333282471,0.9175253057179659,0.0003,56.775904641000125,1107.53662109375,2038.0
40,0.10752614736070347,0.019347816705703735,0.03996488486181506,0.8777475953102112,0.9174558815629983,0.0003,56.387605343999894,1129.92333984375,2038.0
41,0.10710837636243577,0.01942192204296589,0.0400987041353188,0.8769275546073914,0.9099662494906041,0.0003,55.43525545600005,1129.92333984375,2038.0
42,0.10526730412552515,0.019157495349645615,0.0397155385349178,0.8792683482170105,0.915144013426857,0.0003,56.58666040600019,1119.8623046875,2038.0
43,0.103894320452667,0.019309336319565773,0.04001400762606953,0.8774468898773193,0.9179331369902384,0.0003,55.28657182300003,1119.8623046875,2038.0
44,0.10231544371919407,0.019602784886956215,0.04042812922602945,0.8748970627784729,0.9151976305350684,0.0003,55.32892340199987,1119.8623046875,2038.0
45,0.1009246357765169,0.019229570403695107,0.03997905380445504,0.8776609301567078,0.9154609902142288,0.0003,56.55786120000039,1119.8623046875,2038.0
46,0.10079523580912264,0.019670169800519943,0.04035200543451334,0.8753677606582642,0.9094594883521561,0.0003,55.810059423999974,1129.92333984375,2038.0
47,0.10075954209103939,0.018844470381736755,0.03938927316776525,0.8812438249588013,0.914924704821875,0.0003,55.67541087899963,1140.2119140625,2038.0
48,0.09740940420498218,0.019620859995484352,0.03944973931090448,0.8808789849281311,0.9197769834381738,0.0003,55.094698609999796,1115.54345703125,2038.0
49,0.0974888145285341,0.018746433779597282,0.03916842285384543,0.882571816444397,0.9188949455496321,0.0003,55.11562934599988,1107.53662109375,2038.0
50,0.0958586337989845,0.018597347661852837,0.03917659399070276,0.8825228214263916,0.9255773721999704,0.0003,54.90946962699991,1102.650390625,2038.0
51,0.09437874451536073,0.01925514079630375,0.03974808089282151,0.8790704011917114,0.9142135570047821,0.0003,55.59852196200018,1119.8623046875,2038.0
52,0.0933891294423232,0.01908797025680542,0.039363046122537035,0.8814019560813904,0.9164043595386541,0.0003,54.97087033000025,1129.92333984375,2038.0
53,0.09328112274505672,0.018473736941814423,0.03934348050399012,0.8815197944641113,0.9176105527737252,0.0003,55.16847673099983,1107.53662109375,2038.0
54,0.09139005412967521,0.01827334612607956,0.03897333996626016,0.88373863697052,0.9255898450876209,0.0003,56.31130918400004,1129.92333984375,2038.0
55,0.0907620423626786,0.01842077262699604,0.03908458174991055,0.8830739855766296,0.9236508243512465,0.0003,55.04844937200005,1129.92333984375,2038.0
56,0.08947226236637641,0.01848675310611725,0.03870911641317093,0.8853096961975098,0.9224331717089863,0.0003,55.35739270900012,1115.54345703125,2038.0
57,0.08880419296271806,0.018325751647353172,0.03871531725655407,0.8852729797363281,0.918909569814906,0.0003,55.607913579999604,1140.2119140625,2038.0
58,0.08753377643531178,0.018428301438689232,0.039170262585615415,0.8825607895851135,0.9162456084954215,0.0003,56.720686791999924,1107.53662109375,2038.0
59,0.0863424025409531,0.01809266209602356,0.0389581015377769,0.8838295340538025,0.9217062086593437,0.0003,58.31419261200017,1119.8623046875,2038.0
60,0.08600142045418471,0.01920492574572563,0.03892560754498944,0.8840232491493225,0.918184790630605,0.0003,59.046237651999945,1129.92333984375,2038.0
61,0.08494992304212888,0.01845504716038704,0.03868342284979825,0.8854619264602661,0.9215927560751961,0.0003,55.1451087800001,1107.53662109375,2038.0
62,0.08436834711416284,0.018515687435865402,0.03922282339310628,0.8822454214096069,0.9195997115742711,0.0003,55.74343133699995,1107.53662109375,2038.0
63,0.08301880295897171,0.018665308132767677,0.038802749566197954,0.8847541809082031,0.9279570954808299,0.0003,54.651338643000145,1107.53662109375,2038.0
64,0.0822893887310902,0.018342528492212296,0.03926519465666044,0.8819908499717712,0.9224661021787598,0.00015,55.33972649500038,1129.92333984375,2038.0
65,0.06944004978833448,0.017335068434476852,0.03822338081388485,0.8881700038909912,0.9270417488718087,0.00015,55.542425920999904,1107.53662109375,2038.0
66,0.06668401799179803,0.017613999545574188,0.038798002987509746,0.8847823739051819,0.9296853785964666,0.00015,56.03203114100006,1094.72509765625,2038.0
67,0.06604784543475918,0.01769193634390831,0.03869149331781565,0.8854141235351562,0.9251758334122488,0.00015,55.87226078499998,1098.685546875,2038.0
68,0.0655233422555137,0.017590468749403954,0.03841565080301031,0.8870421051979065,0.9295664904226101,0.00015,55.28431281699977,1098.685546875,2038.0
69,0.06479468023117396,0.017508672550320625,0.03855978418034648,0.8861929178237915,0.92698164032583,0.00015,55.85232616799976,1129.92333984375,2038.0
70,0.06365126033880134,0.017361696809530258,0.038649066908549794,0.885665237903595,0.9273297592075065,7.5e-05,55.686044537999805,1119.8623046875,2038.0
71,0.05723869812921309,0.017093174159526825,0.03842628153922893,0.8869795799255371,0.9295078330748293,7.5e-05,60.57365560800008,1098.685546875,2038.0
72,0.0557129238024981,0.017085812985897064,0.038433789608655324,0.8869354128837585,0.928637821835598,7.5e-05,63.09187009000016,1119.8623046875,2038.0
73,0.0550823867332245,0.017082521691918373,0.038489491631061384,0.8866074681282043,0.9309963581660463,7.5e-05,56.62863699399986,1129.92333984375,2038.0
74,0.05448378944382747,0.017184248194098473,0.03850923871664988,0.886491060256958,0.9279088941523188,7.5e-05,55.46816490600031,1166.55615234375,2038.0
75,0.054067996676251784,0.01706448756158352,0.038465135893899174,0.8867509365081787,0.9299718899356214,7.5e-05,55.12959677099934,1119.8623046875,2038.0
76,0.0534540378727134,0.017193768173456192,0.038516049044211145,0.8864508867263794,0.9291029204287913,7.5e-05,56.138338204999854,1098.685546875,2038.0
77,0.05264275096920271,0.01717323623597622,0.038564563098054186,0.886164665222168,0.9291781957465203,7.5e-05,55.63612313900012,1098.685546875,2038.0
78,0.05244473478551067,0.017374880611896515,0.038625605977055534,0.8858040571212769,0.9297331100344459,7.5e-05,56.27233989599972,1107.53662109375,2038.0
79,0.051908605498871364,0.01722533442080021,0.03839257939485151,0.8871777653694153,0.9294192608125994,7.5e-05,55.171482792999996,1102.650390625,2038.0
80,0.05149606692328283,0.017251234501600266,0.038566673120243554,0.8861522078514099,0.9317040091439622,3.75e-05,55.41734091699982,1107.53662109375,2038.0
81,0.04799777776098344,0.01706799864768982,0.038490025469284234,0.8866043090820312,0.9307653326527359,3.75e-05,54.79028210699926,1107.53662109375,2038.0
82,0.04718335255448909,0.017181895673274994,0.03876561203900266,0.8849746584892273,0.9310538489889219,3.75e-05,54.98040641999978,1107.53662109375,2038.0
83,0.046890665064234185,0.017154473811388016,0.038682792367620615,0.8854656219482422,0.9300534245130686,3.75e-05,55.91511560300023,1140.2119140625,2038.0
84,0.046520641834693045,0.01712920516729355,0.038607402000821606,0.8859116435050964,0.9313430787058269,3.75e-05,54.78806111100039,1107.53662109375,2038.0
85,0.04628408825191784,0.01721111498773098,0.03858807924391256,0.8860257863998413,0.9304659641861678,1.875e-05,54.903950394000276,1133.9853515625,2038.0
86,0.044581935415202355,0.017179975286126137,0.038642325213696205,0.8857051730155945,0.9298267451827869,1.875e-05,55.270731134000016,1129.92333984375,2038.0
87,0.04416166937509579,0.01719224639236927,0.03860066660059698,0.8859514594078064,0.9296987315165717,1.875e-05,55.47075878299984,1129.92333984375,2038.0
