candidate_id,material_id,composition,parent_structure_id,research_role,selection_category,tilt_pattern,nominal_tilt_deg,A_site_ordering,B_site_ordering,space_group,generation_method,actual_bob_mean_deg,actual_bob_std_deg,bo_length_mean_ang,bo_length_std_ang,minimum_distance_ang,structure_path
634702f6103349a28b1b525c_p06,634702f6103349a28b1b525c,SmTbAlCrO6,634702f5103349a28b1b525a,blind_test,stable_positive_control_le_0.03,a-a-a-,12.0,rocksalt,rocksalt,R3,native Glazer generator v1,147.904586383159,0.27460148309782645,1.9778201466554985,0.009576085651722296,1.961382492290762,step4/candidates/634702f6103349a28b1b525c_p06.cif
634702f6103349a28b1b525c_p07,634702f6103349a28b1b525c,SmTbAlCrO6,634702f5103349a28b1b525a,blind_test,stable_positive_control_le_0.03,a-a-c+,6.0,rocksalt,rocksalt,Pc,native Glazer generator v1,163.24273266697267,0.02142787492287551,1.9212496332563338,0.0012411324478541535,1.9190270682404365,step4/candidates/634702f6103349a28b1b525c_p07.cif
634702f6103349a28b1b525c_p08,634702f6103349a28b1b525c,SmTbAlCrO6,634702f5103349a28b1b525a,blind_test,stable_positive_control_le_0.03,a-a-c+,12.0,rocksalt,rocksalt,Pc,native Glazer generator v1,147.68037821939578,0.15996160109566832,1.9789333200665562,0.009512356690435075,1.961382492290762,step4/candidates/634702f6103349a28b1b525c_p08.cif
634702f6103349a28b1b525c_p09,634702f6103349a28b1b525c,SmTbAlCrO6,634702f5103349a28b1b525a,blind_test,stable_positive_control_le_0.03,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,172.04350774306178,5.62608962933928,1.9076474388791944,0.004881743451841473,1.9007436110815732,step4/candidates/634702f6103349a28b1b525c_p09.cif
634702f6103349a28b1b525c_p10,634702f6103349a28b1b525c,SmTbAlCrO6,634702f5103349a28b1b525a,blind_test,stable_positive_control_le_0.03,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,164.33982190699302,11.073418124154243,1.927841849979999,0.019161348483289195,1.9007436110815732,step4/candidates/634702f6103349a28b1b525c_p10.cif
634702f6103349a28b1b525c_p11,634702f6103349a28b1b525c,SmTbAlCrO6,634702f5103349a28b1b525a,blind_test,stable_positive_control_le_0.03,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,native Glazer generator v1,180.0,0.0,1.9007436110815743,1.4130832128153975e-15,1.9007436110815732,step4/candidates/634702f6103349a28b1b525c_p11.cif
634710d8103349a28b1bbd8b_p01,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,original,original,original,original,P-1,MP parent,157.99322730490374,0.10996869301466744,2.0267351383995247,0.10987130146696396,1.916593114775985,step4/candidates/634710d8103349a28b1bbd8b_p01.cif
634710d8103349a28b1bbd8b_p02,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a0a0a0,0.0,rocksalt,rocksalt,F-43m,native Glazer generator v1,180.0,0.0,1.9894686726673718,5.874748045952207e-16,1.9894686726673712,step4/candidates/634710d8103349a28b1bbd8b_p02.cif
634710d8103349a28b1bbd8b_p03,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a0a0c-,6.0,rocksalt,rocksalt,I-4,native Glazer generator v1,172.0435077430618,5.626089629339272,1.9966947651528486,0.005109618997962103,1.9894686726673712,step4/candidates/634710d8103349a28b1bbd8b_p03.cif
634710d8103349a28b1bbd8b_p04,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a0a0c-,12.0,rocksalt,rocksalt,I-4,native Glazer generator v1,164.33982190699302,11.073418124154255,2.0178318338315413,0.02005578359507133,1.9894686726673712,step4/candidates/634710d8103349a28b1bbd8b_p04.cif
634710d8103349a28b1bbd8b_p05,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a-a-a-,6.0,rocksalt,rocksalt,R3,native Glazer generator v1,163.27292765074517,0.03698123125763634,2.0108539992166428,0.001301388755597569,2.008605585733155,step4/candidates/634710d8103349a28b1bbd8b_p05.cif
634710d8103349a28b1bbd8b_p06,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a-a-a-,12.0,rocksalt,rocksalt,R3,native Glazer generator v1,147.904586383159,0.27460148309782645,2.0701430740059084,0.01002308901621941,2.0529381242061984,step4/candidates/634710d8103349a28b1bbd8b_p06.cif
634710d8103349a28b1bbd8b_p07,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a-a-c+,6.0,rocksalt,rocksalt,Pc,native Glazer generator v1,163.24273266697273,0.021427874922862113,2.0109318981544178,0.001299067432999525,2.0086055857331555,step4/candidates/634710d8103349a28b1bbd8b_p07.cif
634710d8103349a28b1bbd8b_p08,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a-a-c+,12.0,rocksalt,rocksalt,Pc,native Glazer generator v1,147.68037821939575,0.15996160109566496,2.0713082093853643,0.009956385242347229,2.0529381242061984,step4/candidates/634710d8103349a28b1bbd8b_p08.cif
634710d8103349a28b1bbd8b_p09,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,172.0435077430618,5.626089629339272,1.9966947651528486,0.005109618997962104,1.9894686726673712,step4/candidates/634710d8103349a28b1bbd8b_p09.cif
634710d8103349a28b1bbd8b_p10,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,164.33982190699302,11.073418124154255,2.0178318338315413,0.02005578359507133,1.9894686726673712,step4/candidates/634710d8103349a28b1bbd8b_p10.cif
634710d8103349a28b1bbd8b_p11,634710d8103349a28b1bbd8b,DyEuCrWO6,634710d8103349a28b1bbd87,blind_test,stable_positive_control_le_0.03,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,native Glazer generator v1,180.0,0.0,1.9894686726673718,5.874748045952207e-16,1.9894686726673712,step4/candidates/634710d8103349a28b1bbd8b_p11.cif
63470181660f1387211b4738_p01,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,original,original,original,original,P-1,MP parent,136.4596442383349,1.028513711549062,2.191179814454816,0.2046992413623831,1.9787791441994063,step4/candidates/63470181660f1387211b4738_p01.cif
63470181660f1387211b4738_p02,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a0a0a0,0.0,rocksalt,rocksalt,F-43m,native Glazer generator v1,180.0,0.0,2.034220756001146,9.930136612989092e-16,2.0342207560011447,step4/candidates/63470181660f1387211b4738_p02.cif
63470181660f1387211b4738_p03,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a0a0c-,6.0,rocksalt,rocksalt,I-4,native Glazer generator v1,172.04350774306178,5.62608962933928,2.0416093957523986,0.005224557271855192,2.0342207560011447,step4/candidates/63470181660f1387211b4738_p03.cif
63470181660f1387211b4738_p04,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a0a0c-,12.0,rocksalt,rocksalt,I-4,native Glazer generator v1,164.33982190699302,11.073418124154243,2.0632219320129317,0.020506928220318132,2.0342207560011447,step4/candidates/63470181660f1387211b4738_p04.cif
63470181660f1387211b4738_p05,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a-a-a-,6.0,rocksalt,rocksalt,R3,native Glazer generator v1,163.27292765074517,0.03698123125764648,2.056087134566466,0.0013306628320581349,2.0537881441681654,step4/candidates/63470181660f1387211b4738_p05.cif
63470181660f1387211b4738_p06,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a-a-a-,12.0,rocksalt,rocksalt,R3,native Glazer generator v1,147.904586383159,0.27460148309782506,2.1167098868607885,0.010248553292726073,2.0991179204883785,step4/candidates/63470181660f1387211b4738_p06.cif
63470181660f1387211b4738_p07,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a-a-c+,6.0,rocksalt,rocksalt,Pc,native Glazer generator v1,163.24273266697267,0.021427874922862952,2.0561667858011248,0.00132828929249191,2.0537881441681654,step4/candidates/63470181660f1387211b4738_p07.cif
63470181660f1387211b4738_p08,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a-a-c+,12.0,rocksalt,rocksalt,Pc,native Glazer generator v1,147.68037821939575,0.15996160109567584,2.1179012313664862,0.010180349051473817,2.0991179204883785,step4/candidates/63470181660f1387211b4738_p08.cif
63470181660f1387211b4738_p09,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,172.04350774306178,5.62608962933928,2.0416093957523986,0.005224557271855192,2.0342207560011447,step4/candidates/63470181660f1387211b4738_p09.cif
63470181660f1387211b4738_p10,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,164.33982190699302,11.073418124154243,2.0632219320129312,0.020506928220318132,2.0342207560011447,step4/candidates/63470181660f1387211b4738_p10.cif
63470181660f1387211b4738_p11,63470181660f1387211b4738,CeSmGaPrO6,63470180660f1387211b4736,blind_test,unstable_negative_control_gt_0.20,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,native Glazer generator v1,180.0,0.0,2.034220756001146,9.930136612989092e-16,2.0342207560011447,step4/candidates/63470181660f1387211b4738_p11.cif
634708f4103349a28b1b8016_p01,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,original,original,original,original,F-43m,MP parent,180.0,0.0,1.9782415,0.013452042199999995,1.9647894577999994,step4/candidates/634708f4103349a28b1b8016_p01.cif
634708f4103349a28b1b8016_p02,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a0a0a0,0.0,rocksalt,rocksalt,F-43m,native Glazer generator v1,180.0,0.0,1.9782415,3.8459253727671276e-16,1.9782414999999993,step4/candidates/634708f4103349a28b1b8016_p02.cif
634708f4103349a28b1b8016_p03,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a0a0c-,6.0,rocksalt,rocksalt,I-4,native Glazer generator v1,172.04350774306172,5.626089629339297,1.985426813462837,0.005080783874523101,1.9782414999999993,step4/candidates/634708f4103349a28b1b8016_p03.cif
634708f4103349a28b1b8016_p04,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a0a0c-,12.0,rocksalt,rocksalt,I-4,native Glazer generator v1,164.33982190699302,11.073418124154243,2.0064445992782205,0.01994260275010751,1.9782414999999993,step4/candidates/634708f4103349a28b1b8016_p04.cif
634708f4103349a28b1b8016_p05,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a-a-a-,6.0,rocksalt,rocksalt,R3,native Glazer generator v1,163.27292765074523,0.03698123125765524,1.9995061426918088,0.001294044625746274,1.9972704176847746,step4/candidates/634708f4103349a28b1b8016_p05.cif
634708f4103349a28b1b8016_p06,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a-a-a-,12.0,rocksalt,rocksalt,R3,native Glazer generator v1,147.90458638315903,0.2746014830978265,2.058460631322925,0.009966525697283403,2.0413527742519357,step4/candidates/634708f4103349a28b1b8016_p06.cif
634708f4103349a28b1b8016_p07,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a-a-c+,6.0,rocksalt,rocksalt,Pc,native Glazer generator v1,163.24273266697273,0.02142787492291068,1.9995836020223479,0.0012917364030728348,1.9972704176847746,step4/candidates/634708f4103349a28b1b8016_p07.cif
634708f4103349a28b1b8016_p08,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a-a-c+,12.0,rocksalt,rocksalt,Pc,native Glazer generator v1,147.6803782193958,0.15996160109567584,2.0596191914914885,0.00990019835295601,2.0413527742519357,step4/candidates/634708f4103349a28b1b8016_p08.cif
634708f4103349a28b1b8016_p09,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,172.04350774306172,5.626089629339297,1.985426813462837,0.005080783874523101,1.9782414999999993,step4/candidates/634708f4103349a28b1b8016_p09.cif
634708f4103349a28b1b8016_p10,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,164.33982190699302,11.073418124154243,2.0064445992782205,0.01994260275010751,1.9782414999999993,step4/candidates/634708f4103349a28b1b8016_p10.cif
634708f4103349a28b1b8016_p11,634708f4103349a28b1b8016,BaYCuTiO6,634708f4103349a28b1b8013,blind_test,unstable_negative_control_gt_0.20,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,native Glazer generator v1,180.0,0.0,1.9782415,3.8459253727671276e-16,1.9782414999999993,step4/candidates/634708f4103349a28b1b8016_p11.cif
634713d2103349a28b1bd72e_p01,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,original,original,original,original,Cm,MP parent,176.28470515117098,0.6496020542349424,1.9288980969254144,0.05292462744481672,1.875831966532011,step4/candidates/634713d2103349a28b1bd72e_p01.cif
634713d2103349a28b1bd72e_p02,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a0a0a0,0.0,rocksalt,rocksalt,F-43m,native Glazer generator v1,180.0,0.0,1.9278538970813983,0.0,1.9278538970813983,step4/candidates/634713d2103349a28b1bd72e_p02.cif
634713d2103349a28b1bd72e_p03,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a0a0c-,6.0,rocksalt,rocksalt,I-4,native Glazer generator v1,172.04350774306178,5.62608962933928,1.9348561941017983,0.004951371707007253,1.9278538970813983,step4/candidates/634713d2103349a28b1bd72e_p03.cif
634713d2103349a28b1bd72e_p04,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a0a0c-,12.0,rocksalt,rocksalt,I-4,native Glazer generator v1,164.33982190699302,11.073418124154243,1.9553386378743156,0.0194346465938264,1.9278538970813983,step4/candidates/634713d2103349a28b1bd72e_p04.cif
634713d2103349a28b1bd72e_p05,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a-a-a-,6.0,rocksalt,rocksalt,R3,native Glazer generator v1,163.27292765074517,0.03698123125764648,1.9485769100620924,0.001261084136968258,1.9463981309961327,step4/candidates/634713d2103349a28b1bd72e_p05.cif
634713d2103349a28b1bd72e_p06,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a-a-a-,12.0,rocksalt,rocksalt,R3,native Glazer generator v1,147.904586383159,0.274601483097825,2.0060297744661284,0.009712669259981413,1.9893576700112294,step4/candidates/634713d2103349a28b1bd72e_p06.cif
634713d2103349a28b1bd72e_p07,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a-a-c+,6.0,rocksalt,rocksalt,Pc,native Glazer generator v1,163.24273266697273,0.02142787492286546,1.9486523964333191,0.0012588347068171132,1.9463981309961327,step4/candidates/634713d2103349a28b1bd72e_p07.cif
634713d2103349a28b1bd72e_p08,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a-a-c+,12.0,rocksalt,rocksalt,Pc,native Glazer generator v1,147.68037821939578,0.1599616010956725,2.0071588250577617,0.009648031333194109,1.9893576700112294,step4/candidates/634713d2103349a28b1bd72e_p08.cif
634713d2103349a28b1bd72e_p09,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,172.04350774306178,5.62608962933928,1.9348561941017983,0.004951371707007253,1.9278538970813983,step4/candidates/634713d2103349a28b1bd72e_p09.cif
634713d2103349a28b1bd72e_p10,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,164.33982190699302,11.073418124154243,1.9553386378743156,0.0194346465938264,1.9278538970813983,step4/candidates/634713d2103349a28b1bd72e_p10.cif
634713d2103349a28b1bd72e_p11,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,native Glazer generator v1,180.0,0.0,1.9278538970813983,0.0,1.9278538970813983,step4/candidates/634713d2103349a28b1bd72e_p11.cif
634d89f7d6d16c71eb0d3b4f_p01,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,original,original,original,original,Cm,MP parent,175.8106707944702,0.7303463051117648,2.055311086603398,0.09099489243167101,1.964010456062434,step4/candidates/634d89f7d6d16c71eb0d3b4f_p01.cif
634d89f7d6d16c71eb0d3b4f_p02,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a0a0a0,0.0,rocksalt,rocksalt,F-43m,native Glazer generator v1,180.0,0.0,2.0538983021597814,9.42055475210265e-16,2.05389830215978,step4/candidates/634d89f7d6d16c71eb0d3b4f_p02.cif
634d89f7d6d16c71eb0d3b4f_p03,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a0a0c-,6.0,rocksalt,rocksalt,I-4,native Glazer generator v1,172.04350774306172,5.626089629339293,2.061358414143989,0.0052750957724443,2.05389830215978,step4/candidates/634d89f7d6d16c71eb0d3b4f_p03.cif
634d89f7d6d16c71eb0d3b4f_p04,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a0a0c-,12.0,rocksalt,rocksalt,I-4,native Glazer generator v1,164.33982190699302,11.07341812415427,2.083180014085844,0.020705297067669957,2.05389830215978,step4/candidates/634d89f7d6d16c71eb0d3b4f_p04.cif
634d89f7d6d16c71eb0d3b4f_p05,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a-a-a-,6.0,rocksalt,rocksalt,R3,native Glazer generator v1,163.27292765074515,0.036981231257652285,2.0759761998890234,0.0013435346795320998,2.0736549707589886,step4/candidates/634d89f7d6d16c71eb0d3b4f_p05.cif
634d89f7d6d16c71eb0d3b4f_p06,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a-a-a-,12.0,rocksalt,rocksalt,R3,native Glazer generator v1,147.904586383159,0.2746014830978395,2.1371853718248794,0.010347690212788571,2.119423233788803,step4/candidates/634d89f7d6d16c71eb0d3b4f_p06.cif
634d89f7d6d16c71eb0d3b4f_p07,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a-a-c+,6.0,rocksalt,rocksalt,Pc,native Glazer generator v1,163.24273266697267,0.021427874922867136,2.0760566216107796,0.0013411381801007212,2.073654970758988,step4/candidates/634d89f7d6d16c71eb0d3b4f_p07.cif
634d89f7d6d16c71eb0d3b4f_p08,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a-a-c+,12.0,rocksalt,rocksalt,Pc,native Glazer generator v1,147.68037821939575,0.15996160109566745,2.138388240515665,0.010278826214181276,2.119423233788803,step4/candidates/634d89f7d6d16c71eb0d3b4f_p08.cif
634d89f7d6d16c71eb0d3b4f_p09,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,172.04350774306172,5.626089629339293,2.061358414143989,0.0052750957724443,2.05389830215978,step4/candidates/634d89f7d6d16c71eb0d3b4f_p09.cif
634d89f7d6d16c71eb0d3b4f_p10,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,164.33982190699302,11.07341812415427,2.083180014085844,0.020705297067669957,2.05389830215978,step4/candidates/634d89f7d6d16c71eb0d3b4f_p10.cif
634d89f7d6d16c71eb0d3b4f_p11,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,native Glazer generator v1,180.0,0.0,2.0538983021597814,9.42055475210265e-16,2.05389830215978,step4/candidates/634d89f7d6d16c71eb0d3b4f_p11.cif
634d927ed6d16c71eb0d5bc7_p01,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,original,original,original,original,Pc,MP parent,134.30148130316226,0.9295049784844676,2.14768925891669,0.049396903997553816,2.0965273839863463,step4/candidates/634d927ed6d16c71eb0d5bc7_p01.cif
634d927ed6d16c71eb0d5bc7_p02,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a0a0a0,0.0,rocksalt,rocksalt,F-43m,native Glazer generator v1,180.0,0.0,1.9767294735748049,2.7194799110210365e-16,1.9767294735748049,step4/candidates/634d927ed6d16c71eb0d5bc7_p02.cif
634d927ed6d16c71eb0d5bc7_p03,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a0a0c-,6.0,rocksalt,rocksalt,I-4,native Glazer generator v1,172.04350774306172,5.62608962933929,1.983909295097538,0.0050769004864337055,1.9767294735748049,step4/candidates/634d927ed6d16c71eb0d5bc7_p03.cif
634d927ed6d16c71eb0d5bc7_p04,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a0a0c-,12.0,rocksalt,rocksalt,I-4,native Glazer generator v1,164.33982190699302,11.073418124154239,2.004911016419506,0.01992736004978742,1.9767294735748049,step4/candidates/634d927ed6d16c71eb0d5bc7_p04.cif
634d927ed6d16c71eb0d5bc7_p05,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a-a-a-,6.0,rocksalt,rocksalt,R3,native Glazer generator v1,163.27292765074517,0.03698123125764943,1.9979778630934442,0.001293055550514862,1.995743846914826,step4/candidates/634d927ed6d16c71eb0d5bc7_p05.cif
634d927ed6d16c71eb0d5bc7_p06,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a-a-a-,12.0,rocksalt,rocksalt,R3,native Glazer generator v1,147.904586383159,0.2746014830978294,2.056887291126703,0.009958907997310163,2.039792510079026,step4/candidates/634d927ed6d16c71eb0d5bc7_p06.cif
634d927ed6d16c71eb0d5bc7_p07,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a-a-c+,6.0,rocksalt,rocksalt,Pc,native Glazer generator v1,163.24273266697273,0.021427874922896446,1.9980552632196062,0.0012907490920818624,1.995743846914826,step4/candidates/634d927ed6d16c71eb0d5bc7_p07.cif
634d927ed6d16c71eb0d5bc7_p08,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a-a-c+,12.0,rocksalt,rocksalt,Pc,native Glazer generator v1,147.68037821939575,0.1599616010956725,2.058044965774672,0.009892631348864585,2.0397925100790264,step4/candidates/634d927ed6d16c71eb0d5bc7_p08.cif
634d927ed6d16c71eb0d5bc7_p09,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,172.04350774306172,5.62608962933929,1.983909295097538,0.0050769004864337055,1.9767294735748049,step4/candidates/634d927ed6d16c71eb0d5bc7_p09.cif
634d927ed6d16c71eb0d5bc7_p10,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,native Glazer generator v1,164.33982190699302,11.073418124154239,2.004911016419506,0.01992736004978742,1.9767294735748049,step4/candidates/634d927ed6d16c71eb0d5bc7_p10.cif
634d927ed6d16c71eb0d5bc7_p11,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,native Glazer generator v1,180.0,0.0,1.9767294735748049,2.7194799110210365e-16,1.9767294735748049,step4/candidates/634d927ed6d16c71eb0d5bc7_p11.cif
634d979cd6d16c71eb0d7795_p01,634d979cd6d16c71eb0d7795,SmKSeYO6,634d979cd6d16c71eb0d7794,development,high_uncertainty,original,original,original,original,F-43m,MP parent,180.0,0.0,2.0317285,0.24380742000000022,1.7879210799999994,step4/candidates/634d979cd6d16c71eb0d7795_p01.cif
634d979cd6d16c71eb0d7795_p02,634d979cd6d16c71eb0d7795,SmKSeYO6,634d979cd6d16c71eb0d7794,development,high_uncertainty,a0a0a0,0.0,rocksalt,rocksalt,F-43m,native Glazer generator v1,180.0,0.0,2.0317285,0.0,2.0317285,step4/candidates/634d979cd6d16c71eb0d7795_p02.cif
634d979cd6d16c71eb0d7795_p03,634d979cd6d16c71eb0d7795,SmKSeYO6,634d979cd6d16c71eb0d7794,development,high_uncertainty,a0a0c-,6.0,rocksalt,rocksalt,I-4,native Glazer generator v1,172.04350774306172,5.626089629339293,2.039108087448691,0.005218156327328627,2.0317285,step4/candidates/634d979cd6d16c71eb0d7795_p03.cif
634d979cd6d16c71eb0d7795_p04,634d979cd6d16c71eb0d7795,SmKSeYO6,634d979cd6d16c71eb0d7794,development,high_uncertainty,a0a0c-,12.0,rocksalt,rocksalt,I-4,native Glazer generator v1,164.33982190699302,11.07341812415425,2.060694144786994,0.020481803850324595,2.0317285,step4/candidates/634d979cd6d16c71eb0d7795_p04.cif
