epoch,train_loss,validation_mae,validation_rmse,validation_r2,validation_pr_auc,lr,seconds,peak_allocated_mib,peak_reserved_mib
25,0.1657283758210441,0.025156879797577858,0.04544995215118888,0.8418871760368347,0.8697918571134564,0.0003,31.115298073000304,2138.59033203125,3306.0
26,0.16444335279116123,0.02466857247054577,0.044974604529553944,0.8451772332191467,0.8615999126197774,0.0003,31.015823851999812,2120.34619140625,3306.0
27,0.16009427679871333,0.024413833394646645,0.04496244485185978,0.8452609181404114,0.8723293513131212,0.0003,31.01430550399982,2144.0908203125,3306.0
28,0.1585663172441307,0.02459063194692135,0.04409708596503761,0.851159930229187,0.8758349412064077,0.0003,31.180707921999783,2138.59033203125,3306.0
29,0.15556951819158293,0.024945858865976334,0.04408077580671723,0.8512699604034424,0.8797626774850784,0.0003,31.020973181000045,2138.59033203125,3306.0
30,0.15428147654320154,0.023944111540913582,0.044043707629939643,0.8515200018882751,0.8771566031243946,0.0003,31.24673951099976,2189.2119140625,3306.0
31,0.15003939001588062,0.023337295278906822,0.04348642582028952,0.8552536368370056,0.883730477934726,0.0003,31.58589055399989,2146.7734375,3306.0
32,0.15096542966558982,0.026109978556632996,0.04379918519324257,0.8531640768051147,0.8848393070684375,0.0003,31.015321656000197,2129.462890625,3306.0
33,0.14723822483651347,0.023194028064608574,0.043416288114239455,0.8557201623916626,0.8862784472761582,0.0003,31.249527030000536,2157.21240234375,3306.0
34,0.14465713128868682,0.024732133373618126,0.043322201314429286,0.8563448190689087,0.8795759590139912,0.0003,31.90097766100007,2120.34619140625,3306.0
35,0.14375546939400569,0.02492441236972809,0.043096063851394764,0.8578406572341919,0.8907635964657376,0.0003,31.10902743800034,2146.7734375,3306.0
36,0.14280855081598298,0.02291671745479107,0.04367664917132202,0.853984534740448,0.8883798804196981,0.0003,31.37283587999991,2169.98193359375,3306.0
37,0.14077235882777303,0.022926485165953636,0.04224801728670499,0.8633804321289062,0.8897855434486313,0.0003,31.238657553999474,2138.59033203125,3306.0
38,0.13919318272995299,0.022958336398005486,0.042910609683496026,0.8590615391731262,0.8880167062759746,0.0003,31.307174979000592,2134.6435546875,3306.0
39,0.1360529073330494,0.022232260555028915,0.042591767192614545,0.8611482381820679,0.8956943525183937,0.0003,31.27270868800042,2110.14111328125,3306.0
40,0.1356421534256066,0.02180192433297634,0.04187316994618051,0.8657940030097961,0.8920576089501685,0.0003,31.16062472199974,2129.462890625,3306.0
41,0.13457440385273722,0.022337501868605614,0.042167788498984865,0.8638988733291626,0.8956330517740779,0.0003,31.225775099000202,2138.59033203125,3306.0
42,0.13098099274658376,0.022728553041815758,0.04204599681059068,0.8646838665008545,0.8968304325094941,0.0003,31.15224160699927,2116.07763671875,3306.0
43,0.1301091003649694,0.02226998098194599,0.04184751206252726,0.8659584522247314,0.900228335802943,0.0003,31.296401595000134,2129.462890625,3306.0
44,0.13010606336288155,0.021524742245674133,0.04177468548664315,0.866424560546875,0.9021654872119552,0.0003,31.344092950999766,2146.7734375,3306.0
45,0.1284250195897744,0.021241428330540657,0.04140614608535683,0.8687710165977478,0.9051448832414497,0.0003,31.23488054200061,2206.953125,3306.0
46,0.12729655467128204,0.022127540782094002,0.042524393162474194,0.8615871667861938,0.8981996411622355,0.0003,31.027425394000602,2146.7734375,3306.0
47,0.12663806800906824,0.021144935861229897,0.04109629152011909,0.8707277178764343,0.903726162795485,0.0003,31.336907318999693,2138.59033203125,3306.0
48,0.12584365432457983,0.021461937576532364,0.04196382829143633,0.8652122616767883,0.9081058576392387,0.0003,31.36123907199999,2157.21240234375,3306.0
49,0.12339976225822749,0.02096412517130375,0.04111343455116161,0.8706198334693909,0.8903766498158606,0.0003,31.17478650599969,2134.6435546875,3306.0
50,0.12128799561878617,0.02125905640423298,0.04145446806100431,0.8684645295143127,0.8974807420886913,0.0003,31.465218704999643,2110.14111328125,3306.0
51,0.12000679460104619,0.020673556253314018,0.041221153373852994,0.869940996170044,0.9093328535744657,0.0003,31.171231962000093,2138.59033203125,3306.0
52,0.1183521653738562,0.020671023055911064,0.04116863423012387,0.870272159576416,0.912487097744374,0.0003,30.942750659999547,2120.34619140625,3306.0
53,0.11990056608530643,0.020870957523584366,0.0408570012370411,0.872228741645813,0.9037449155902796,0.0003,31.349631533999855,2138.59033203125,3306.0
54,0.11856965002455375,0.020274603739380836,0.04035917833631452,0.8753234148025513,0.9076801337473829,0.0003,31.159756848000143,2123.541015625,3306.0
55,0.11635092981023984,0.020652687177062035,0.0408586153539643,0.872218668460846,0.8978963545599729,0.0003,31.305091365000408,2157.21240234375,3306.0
56,0.11413699666555466,0.02144474908709526,0.0414436112732443,0.8685334324836731,0.9097572224665296,0.0003,31.416418896000323,2110.14111328125,3306.0
57,0.11516187730940304,0.02042669802904129,0.0406196473795257,0.873708963394165,0.9116806522651595,0.0003,31.3767895280007,2129.462890625,3306.0
58,0.1136111439223371,0.020415548235177994,0.04054037855406492,0.8742014169692993,0.9103833061718806,0.0003,31.257289542999388,2110.14111328125,3306.0
59,0.11144041934308807,0.020220700651407242,0.04053451003634533,0.8742378354072571,0.909590045903492,0.0003,31.18246126199938,2138.59033203125,3306.0
60,0.10972873430529247,0.020870622247457504,0.040423593660791485,0.8749251365661621,0.9135412563444547,0.0003,31.153256039999178,2169.98193359375,3306.0
61,0.11098073387719506,0.020522361621260643,0.04029015567776626,0.8757495284080505,0.910996687523888,0.0003,30.94451994100018,2176.1181640625,3306.0
62,0.10826987349785627,0.0198125708848238,0.04015083383843583,0.876607358455658,0.9149967734746762,0.0003,32.17475707699941,2157.21240234375,3306.0
63,0.10696399337292137,0.020444920286536217,0.04050935782756116,0.8743938207626343,0.8995673090214816,0.0003,31.4127411770005,2146.7734375,3306.0
64,0.10780911724006031,0.019965067505836487,0.040430611332644556,0.8748817443847656,0.9140337975471684,0.0003,31.37468887199975,2116.07763671875,3306.0
65,0.10469005512200683,0.02029515616595745,0.04071215921954186,0.8731330633163452,0.9088551462640633,0.0003,31.461257283000123,2110.14111328125,3306.0
66,0.10486035322708007,0.0200625192373991,0.040563275884975936,0.87405925989151,0.9185381418695518,0.0003,31.33431040100004,2129.462890625,3306.0
67,0.10396820942524644,0.019485443830490112,0.03998824564095712,0.8776046633720398,0.9166362728121062,0.0003,31.195303329000126,2129.462890625,3306.0
68,0.10286053135989225,0.019951805472373962,0.040355141301904096,0.8753483891487122,0.919405791717867,0.0003,30.935376028000064,2129.462890625,3306.0
69,0.10203370534378654,0.019713323563337326,0.03991361918766012,0.878061056137085,0.9138164014280882,0.0003,31.140695406000305,2138.59033203125,3306.0
70,0.10168282244241712,0.020006468519568443,0.040182409476896365,0.8764131665229797,0.9161320468878781,0.0003,31.16156430799947,2120.34619140625,3306.0
71,0.09974891778314222,0.019661957398056984,0.040199882863346914,0.8763056993484497,0.9161980380513559,0.0003,31.06145817199922,2157.21240234375,3306.0
72,0.09948486248338931,0.019516337662935257,0.040548314850384924,0.8741521835327148,0.9176706422724399,0.00015,31.933185502000015,2138.59033203125,3306.0
73,0.08820437099946053,0.018757667392492294,0.03969091297712631,0.8794180154800415,0.9229207665699589,0.00015,31.283273636999184,2146.7734375,3306.0
74,0.08618822752223992,0.01875653676688671,0.039629394498630885,0.8797915577888489,0.9218805682836135,0.00015,31.297394661999533,2129.462890625,3306.0
75,0.08562690393400019,0.018964454531669617,0.0397966609762051,0.8787746429443359,0.9201668953026036,0.00015,31.263689410000552,2146.7734375,3306.0
76,0.08536892354342375,0.01843622326850891,0.039381552623577544,0.8812903761863708,0.9255450796318981,0.00015,31.404382956000518,2169.98193359375,3306.0
77,0.084048263635966,0.018901072442531586,0.03981436798427181,0.8786667585372925,0.9236718182712743,0.00015,31.246139675999984,2110.14111328125,3306.0
78,0.08313612231670979,0.018564067780971527,0.03960022220302007,0.8799684643745422,0.9257901598577425,0.00015,30.910104292999677,2169.98193359375,3306.0
79,0.08267612060965522,0.018719559535384178,0.039860719276517374,0.8783840537071228,0.9201489189862856,0.00015,31.028295901000092,2110.14111328125,3306.0
80,0.08235746605146052,0.018639199435710907,0.0398559438871914,0.878413200378418,0.9144159620658683,0.00015,31.102813767999578,2129.462890625,3306.0
81,0.08150223371368184,0.01832915097475052,0.03946200757075893,0.8808048963546753,0.9231617866821898,0.00015,31.110100713000065,2138.59033203125,3306.0
82,0.08052664280551684,0.018564140424132347,0.03973621150656158,0.8791426420211792,0.9264026096475386,0.00015,31.275330268999824,2169.98193359375,3306.0
83,0.08018671004238508,0.018988018855452538,0.039959971886096374,0.8777776956558228,0.9179173469998525,0.00015,31.272402272999898,2116.07763671875,3306.0
84,0.07990590806766426,0.01829320751130581,0.03936110596950676,0.8814136385917664,0.925749441377142,0.00015,30.795210759999463,2120.34619140625,3306.0
85,0.07953111190597341,0.018323564901947975,0.03968077067053235,0.8794796466827393,0.9241347095064255,0.00015,30.030803065000327,2116.07763671875,3306.0
86,0.07887741628902789,0.01845027506351471,0.03938687322195282,0.8812583088874817,0.9222935597401541,0.00015,30.036824360000537,2129.462890625,3306.0
87,0.07748487884207536,0.018672656267881393,0.03974132058118765,0.8791115880012512,0.9209260853825251,0.00015,30.008541442000023,2146.7734375,3306.0
88,0.07724912824372883,0.01856306567788124,0.0398538071898171,0.8784262537956238,0.9258559243557474,0.00015,30.142992721000155,2176.1181640625,3306.0
89,0.07669638297472028,0.018251832574605942,0.03965529420127685,0.8796343803405762,0.922365467166896,0.00015,30.11412800800008,2138.59033203125,3306.0
90,0.07622331792539934,0.018581878393888474,0.03925262465526333,0.8820663690567017,0.9263034166400675,0.00015,30.13224808799987,2138.59033203125,3306.0
91,0.07537831138080575,0.018417950719594955,0.03968856500338062,0.8794323205947876,0.9243886714349099,0.00015,31.475098083000375,2129.462890625,3306.0
92,0.07443997205228396,0.01845640316605568,0.03998392512956105,0.8776311278343201,0.9237340923894823,0.00015,31.489163545999872,2138.59033203125,3306.0
93,0.0750794900098558,0.018219809979200363,0.039241796519302326,0.8821314573287964,0.9273797143668621,0.00015,31.121644386999833,2157.21240234375,3306.0
94,0.07426635142298309,0.018340039998292923,0.03948818510292704,0.8806467056274414,0.9267493219700077,0.00015,31.113779355000588,2120.34619140625,3306.0
95,0.07349577183838601,0.018489917740225792,0.03976838274219932,0.8789469003677368,0.9233996756445321,0.00015,31.352767437000693,2146.7734375,3306.0
96,0.07306238388786093,0.018408063799142838,0.03987488144011271,0.8782976269721985,0.9198804986184118,0.00015,31.078770221999548,2120.34619140625,3306.0
97,0.07227305018629296,0.01844962127506733,0.03963941779213697,0.8797307014465332,0.9281704230293217,0.00015,30.991225929999928,2129.462890625,3306.0
98,0.07201368928717437,0.01848016120493412,0.03961440843468648,0.8798824548721313,0.9263374902606281,7.5e-05,31.198661044999426,2169.98193359375,3306.0
99,0.06525451553834097,0.018072275444865227,0.03953025573725926,0.8803921937942505,0.9309756903633208,7.5e-05,31.255042506999416,2169.98193359375,3306.0
100,0.06374866182316549,0.018055381253361702,0.03928330273573643,0.8818819522857666,0.9295011451095285,7.5e-05,31.32529444299962,2146.7734375,3306.0
