candidate_id,material_id,composition,parent_structure_id,research_role,selection_category,dft_selection_role,tilt_pattern,nominal_tilt_deg,A_site_ordering,B_site_ordering,space_group,structure_path,ensemble_mean,ensemble_std,parent_decomposition_energy_per_atom,actual_bob_mean_deg,actual_bob_std_deg,bo_length_mean_ang,bo_length_std_ang,minimum_distance_ang,prediction_seed_123,prediction_seed_2026,prediction_seed_3407,prediction_seed_42,prediction_seed_7777
634713d2103349a28b1bd72e_p02,634713d2103349a28b1bd72e,CrEuAlSbO6,634713d2103349a28b1bd72b,development,high_uncertainty,random_control,a0a0a0,0.0,rocksalt,rocksalt,F-43m,step4/candidates/634713d2103349a28b1bd72e_p02.cif,0.438771116733551,0.05690569430589676,0.324645,180.0,0.0,1.9278538970813983,0.0,1.9278538970813983,0.48886704444885254,0.47152015566825867,0.46555468440055847,0.3475950360298157,0.4203186631202698
634d89f7d6d16c71eb0d3b4f_p01,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,parent_reference,original,original,original,original,Cm,step4/candidates/634d89f7d6d16c71eb0d3b4f_p01.cif,0.34807186126708983,0.06934802979230881,0.225032,175.8106707944702,0.7303463051117648,2.055311086603398,0.09099489243167101,1.964010456062434,0.3582415282726288,0.3351001441478729,0.32525092363357544,0.45605647563934326,0.2657102346420288
634d89f7d6d16c71eb0d3b4f_p07,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,gnn_lowest_energy,a-a-c+,6.0,rocksalt,rocksalt,Pc,step4/candidates/634d89f7d6d16c71eb0d3b4f_p07.cif,0.22557404041290283,0.03581748902797699,0.225032,163.24273266697267,0.021427874922867136,2.0760566216107796,0.0013411381801007212,2.073654970758988,0.1886938363313675,0.23138877749443054,0.23275591433048248,0.27875185012817383,0.19627982378005981
634d89f7d6d16c71eb0d3b4f_p02,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,gnn_highest_uncertainty,a0a0a0,0.0,rocksalt,rocksalt,F-43m,step4/candidates/634d89f7d6d16c71eb0d3b4f_p02.cif,0.425778329372406,0.06515586376190186,0.225032,180.0,0.0,2.0538983021597814,9.42055475210265e-16,2.05389830215978,0.47812309861183167,0.36940211057662964,0.42293819785118103,0.5034812688827515,0.35494697093963623
634d89f7d6d16c71eb0d3b4f_p11,634d89f7d6d16c71eb0d3b4f,BaSnTbTiO6,634d89f6d6d16c71eb0d3b4e,development,high_uncertainty,random_control,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,step4/candidates/634d89f7d6d16c71eb0d3b4f_p11.cif,0.38941146731376647,0.05456085503101349,0.225032,180.0,0.0,2.0538983021597814,9.42055475210265e-16,2.05389830215978,0.43099281191825867,0.3538937568664551,0.39798325300216675,0.44818633794784546,0.31600117683410645
634d8de349b0ce94eb0d4011_p01,634d8de349b0ce94eb0d4011,SmSrInZrO6,634d8de349b0ce94eb0d400d,development,stable_positive_control_le_0.03,parent_reference,original,original,original,original,Pc,step4/candidates/634d8de349b0ce94eb0d4011_p01.cif,0.02142428457736969,0.0017856175545603037,0.0234591,145.9985157676764,0.3486402161558211,2.118203059105563,0.04011164769742229,2.0778019348215984,0.024371087551116943,0.020602449774742126,0.021449729800224304,0.019613593816757202,0.021084561944007874
634d8de349b0ce94eb0d4011_p07,634d8de349b0ce94eb0d4011,SmSrInZrO6,634d8de349b0ce94eb0d400d,development,stable_positive_control_le_0.03,gnn_lowest_energy,a-a-c+,6.0,rocksalt,rocksalt,Pc,step4/candidates/634d8de349b0ce94eb0d4011_p07.cif,0.03431912213563919,0.011019621044397354,0.0234591,163.24273266697273,0.021427874922878863,2.0467942799049172,0.0013222346283904046,2.0444264806962598,0.038737326860427856,0.022788912057876587,0.03970056772232056,0.022879838943481445,0.04748896509408951
634d8de349b0ce94eb0d4011_p05,634d8de349b0ce94eb0d4011,SmSrInZrO6,634d8de349b0ce94eb0d400d,development,stable_positive_control_le_0.03,gnn_highest_uncertainty,a-a-a-,6.0,rocksalt,rocksalt,R3,step4/candidates/634d8de349b0ce94eb0d4011_p05.cif,0.05723390281200409,0.029829904437065125,0.0234591,163.2729276507452,0.036981231257643604,2.046714991739865,0.0013245973487887855,2.0444264806962598,0.04093010723590851,0.03387194871902466,0.1088004857301712,0.05426432937383652,0.04830264300107956
634d8de349b0ce94eb0d4011_p09,634d8de349b0ce94eb0d4011,SmSrInZrO6,634d8de349b0ce94eb0d400d,development,stable_positive_control_le_0.03,random_control,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,step4/candidates/634d8de349b0ce94eb0d4011_p09.cif,0.04433896988630295,0.016938015818595886,0.0234591,172.04350774306172,5.626089629339303,2.032303245963588,0.005200742475228044,2.0249482854207104,0.06095677614212036,0.02028140425682068,0.05890941619873047,0.035532146692276,0.04601510614156723
634d915949b0ce94eb0d604c_p01,634d915949b0ce94eb0d604c,CeNaMnNbO6,634d915949b0ce94eb0d6049,development,near_stable_0.05_0.10,parent_reference,original,original,original,original,Pc,step4/candidates/634d915949b0ce94eb0d604c_p01.cif,0.07736594825983048,0.015768926590681076,0.0597353,134.99046840658067,0.8031382892634824,2.086921026446421,0.1096934741598671,1.974160250819904,0.0632287934422493,0.07087023556232452,0.07027911394834518,0.07861293852329254,0.10383865982294083
634d915949b0ce94eb0d604c_p10,634d915949b0ce94eb0d604c,CeNaMnNbO6,634d915949b0ce94eb0d6049,development,near_stable_0.05_0.10,gnn_lowest_energy,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,step4/candidates/634d915949b0ce94eb0d604c_p10.cif,0.0892837956547737,0.008601859211921692,0.0597353,164.33982190699302,11.073418124154239,1.953616369223873,0.019417528493711853,1.9261558370802996,0.07930219173431396,0.09046920388936996,0.0939505323767662,0.0822758823633194,0.10042116791009903
634d915949b0ce94eb0d604c_p05,634d915949b0ce94eb0d604c,CeNaMnNbO6,634d915949b0ce94eb0d6049,development,near_stable_0.05_0.10,gnn_highest_uncertainty,a-a-a-,6.0,rocksalt,rocksalt,R3,step4/candidates/634d915949b0ce94eb0d604c_p05.cif,0.09787281155586243,0.022409183904528618,0.0597353,163.2729276507452,0.03698123125765376,1.9468605971635633,0.0012599733699471187,1.9446837371733112,0.07913032174110413,0.09774000942707062,0.1341354250907898,0.07940032333135605,0.09895797818899155
634d915949b0ce94eb0d604c_p08,634d915949b0ce94eb0d604c,CeNaMnNbO6,634d915949b0ce94eb0d6049,development,near_stable_0.05_0.10,random_control,a-a-c+,12.0,rocksalt,rocksalt,Pc,step4/candidates/634d915949b0ce94eb0d604c_p08.cif,0.08937373459339142,0.005970996804535389,0.0597353,147.68037821939575,0.1599616010956633,2.0053909130174135,0.009639533315724088,1.9876054372863126,0.08142510801553726,0.0934256911277771,0.08503790944814682,0.0912177786231041,0.09576218575239182
634d927ed6d16c71eb0d5bc7_p01,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,parent_reference,original,original,original,original,Pc,step4/candidates/634d927ed6d16c71eb0d5bc7_p01.cif,0.21433864533901215,0.06650329381227493,0.224952,134.30148130316226,0.9295049784844676,2.14768925891669,0.049396903997553816,2.0965273839863463,0.20981450378894806,0.30765655636787415,0.24840322136878967,0.16419154405593872,0.14162740111351013
634d927ed6d16c71eb0d5bc7_p07,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,gnn_lowest_energy,a-a-c+,6.0,rocksalt,rocksalt,Pc,step4/candidates/634d927ed6d16c71eb0d5bc7_p07.cif,0.23452113270759584,0.05511314421892166,0.224952,163.24273266697273,0.021427874922896446,1.9980552632196062,0.0012907490920818624,1.995743846914826,0.23463113605976105,0.2865285575389862,0.29212337732315063,0.17231866717338562,0.18700392544269562
634d927ed6d16c71eb0d5bc7_p05,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,gnn_highest_uncertainty,a-a-a-,6.0,rocksalt,rocksalt,R3,step4/candidates/634d927ed6d16c71eb0d5bc7_p05.cif,0.26970367729663847,0.08026903867721558,0.224952,163.27292765074517,0.03698123125764943,1.9979778630934442,0.001293055550514862,1.995743846914826,0.27340251207351685,0.3391241133213043,0.35825616121292114,0.1926870495080948,0.18504855036735535
634d927ed6d16c71eb0d5bc7_p09,634d927ed6d16c71eb0d5bc7,BiLaCoMnO6,634d927ed6d16c71eb0d5bc6,development,high_uncertainty,random_control,a0a0c+,6.0,rocksalt,rocksalt,P-4n2,step4/candidates/634d927ed6d16c71eb0d5bc7_p09.cif,0.2704633682966232,0.07980175316333771,0.224952,172.04350774306172,5.62608962933929,1.983909295097538,0.0050769004864337055,1.9767294735748049,0.2106783539056778,0.3071245849132538,0.392834335565567,0.20273825526237488,0.23894131183624268
634d94da49b0ce94eb0d8187_p01,634d94da49b0ce94eb0d8187,BaSrNi2O6,634d94d949b0ce94eb0d8184,development,higher_energy_0.10_0.15,parent_reference,original,original,original,original,P4/mmm,step4/candidates/634d94da49b0ce94eb0d8187_p01.cif,0.1185699686408043,0.026095323264598846,0.114152,180.0,0.0,1.921919083333333,2.0034692133802437e-06,1.9219162499999998,0.1602976769208908,0.10155132412910461,0.11655273288488388,0.09253564476966858,0.12191246449947357
634d94da49b0ce94eb0d8187_p11,634d94da49b0ce94eb0d8187,BaSrNi2O6,634d94d949b0ce94eb0d8184,development,higher_energy_0.10_0.15,gnn_lowest_energy,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/mmm,step4/candidates/634d94da49b0ce94eb0d8187_p11.cif,0.13103184401988982,0.020236801356077194,0.114152,180.0,0.0,1.9219190833322888,4.1540741810552243e-16,1.9219190833322886,0.16333994269371033,0.10739998519420624,0.12940044701099396,0.12955372035503387,0.12546512484550476
634d94da49b0ce94eb0d8187_p09,634d94da49b0ce94eb0d8187,BaSrNi2O6,634d94d949b0ce94eb0d8184,development,higher_energy_0.10_0.15,gnn_highest_uncertainty,a0a0c+,6.0,rocksalt,rocksalt,P4_2/mnm,step4/candidates/634d94da49b0ce94eb0d8187_p09.cif,0.1494346886873245,0.023349612951278687,0.114152,172.04350774306172,5.626089629339295,1.9288998240881323,0.0049361291261622595,1.9219190833322886,0.18678240478038788,0.1349535435438156,0.1555153876543045,0.12720492482185364,0.142717182636261
634d94da49b0ce94eb0d8187_p03,634d94da49b0ce94eb0d8187,BaSrNi2O6,634d94d949b0ce94eb0d8184,development,higher_energy_0.10_0.15,random_control,a0a0c-,6.0,rocksalt,rocksalt,I-42m,step4/candidates/634d94da49b0ce94eb0d8187_p03.cif,0.14957753717899322,0.02331124246120453,0.114152,172.04350774306172,5.626089629339295,1.9288998240881323,0.004936129126162259,1.9219190833322886,0.18680430948734283,0.1351676881313324,0.1558522880077362,0.12736213207244873,0.14270126819610596
634d96e049b0ce94eb0d945f_p01,634d96e049b0ce94eb0d945f,EuHfLiNiO6,634d96e049b0ce94eb0d945b,development,higher_energy_0.10_0.15,parent_reference,original,original,original,original,Pc,step4/candidates/634d96e049b0ce94eb0d945f_p01.cif,0.12838397026062012,0.015180534683167934,0.124296,139.20215789915878,0.6069470476256525,2.0250547356780593,0.1037691909046943,1.9191754345338314,0.12525373697280884,0.12173588573932648,0.14334063231945038,0.10803684592247009,0.1435527503490448
634d96e049b0ce94eb0d945f_p10,634d96e049b0ce94eb0d945f,EuHfLiNiO6,634d96e049b0ce94eb0d945b,development,higher_energy_0.10_0.15,gnn_lowest_energy,a0a0c+,12.0,rocksalt,rocksalt,P-4n2,step4/candidates/634d96e049b0ce94eb0d945f_p10.cif,0.12617397159337998,0.02546576038002968,0.124296,164.33982190699302,11.073418124154243,1.923971233279433,0.019122877363137166,1.896927400760887,0.14195525646209717,0.106101855635643,0.160508930683136,0.09866458177566528,0.12363923341035843
634d96e049b0ce94eb0d945f_p02,634d96e049b0ce94eb0d945f,EuHfLiNiO6,634d96e049b0ce94eb0d945b,development,higher_energy_0.10_0.15,gnn_highest_uncertainty,a0a0a0,0.0,rocksalt,rocksalt,F-43m,step4/candidates/634d96e049b0ce94eb0d945f_p02.cif,0.4636815905570984,0.09113560616970062,0.124296,180.0,0.0,1.8969274007608874,2.7194799110210365e-16,1.896927400760887,0.5486377477645874,0.4194411039352417,0.5742014050483704,0.40215831995010376,0.3739693760871887
634d96e049b0ce94eb0d945f_p06,634d96e049b0ce94eb0d945f,EuHfLiNiO6,634d96e049b0ce94eb0d945b,development,higher_energy_0.10_0.15,random_control,a-a-a-,12.0,rocksalt,rocksalt,R3,step4/candidates/634d96e049b0ce94eb0d945f_p06.cif,0.1491016447544098,0.0286391768604517,0.124296,147.904586383159,0.27460148309781773,1.973849186231312,0.009556859304369288,1.957444534500843,0.1854289472103119,0.12575875222682953,0.17456093430519104,0.12606458365917206,0.13369500637054443
634d979cd6d16c71eb0d7795_p01,634d979cd6d16c71eb0d7795,SmKSeYO6,634d979cd6d16c71eb0d7794,development,high_uncertainty,parent_reference,original,original,original,original,F-43m,step4/candidates/634d979cd6d16c71eb0d7795_p01.cif,0.4018570601940155,0.026379482820630074,0.424537,180.0,0.0,2.0317285,0.24380742000000022,1.7879210799999994,0.4044896960258484,0.43638819456100464,0.38105082511901855,0.3711228668689728,0.41623371839523315
634d979cd6d16c71eb0d7795_p07,634d979cd6d16c71eb0d7795,SmKSeYO6,634d979cd6d16c71eb0d7794,development,high_uncertainty,gnn_lowest_energy,a-a-c+,6.0,rocksalt,rocksalt,Pc,step4/candidates/634d979cd6d16c71eb0d7795_p07.cif,0.24947607517242432,0.011971937492489815,0.424537,163.24273266697267,0.02142787492285709,2.0536476422931487,0.0013266619189874747,2.0512719148885825,0.25654706358909607,0.2667860686779022,0.244333416223526,0.24232378602027893,0.23739004135131836
634d979cd6d16c71eb0d7795_p05,634d979cd6d16c71eb0d7795,SmKSeYO6,634d979cd6d16c71eb0d7794,development,high_uncertainty,gnn_highest_uncertainty,a-a-a-,6.0,rocksalt,rocksalt,R3,step4/candidates/634d979cd6d16c71eb0d7795_p05.cif,0.2785970151424408,0.03425191342830658,0.424537,163.27292765074517,0.036981231257660986,2.053568088644392,0.0013290325505762055,2.051271914888582,0.27270251512527466,0.2749871611595154,0.3329964280128479,0.2745603322982788,0.23773863911628723
634d979cd6d16c71eb0d7795_p08,634d979cd6d16c71eb0d7795,SmKSeYO6,634d979cd6d16c71eb0d7794,development,high_uncertainty,random_control,a-a-c+,12.0,rocksalt,rocksalt,Pc,step4/candidates/634d979cd6d16c71eb0d7795_p08.cif,0.26053583323955537,0.013576663099229336,0.424537,147.68037821939575,0.15996160109566745,2.1153064529786754,0.010167876444485406,2.096546154754981,0.2700786292552948,0.2715248465538025,0.24939441680908203,0.26920586824417114,0.24247540533542633
634d981649b0ce94eb0d9f5f_p01,634d981649b0ce94eb0d9f5f,PrSrHfTbO6,634d981649b0ce94eb0d9f5c,development,stable_positive_control_le_0.03,parent_reference,original,original,original,original,Pc,step4/candidates/634d981649b0ce94eb0d9f5f_p01.cif,0.022538894414901735,0.0017154953675344586,0.0269888,142.29128673474145,0.565781706107997,2.181047612334187,0.10789802816187828,2.070805523339419,0.020377159118652344,0.024644121527671814,0.023677319288253784,0.021371304988861084,0.02262456715106964
634d981649b0ce94eb0d9f5f_p07,634d981649b0ce94eb0d9f5f,PrSrHfTbO6,634d981649b0ce94eb0d9f5c,development,stable_positive_control_le_0.03,gnn_lowest_energy,a-a-c+,6.0,rocksalt,rocksalt,Pc,step4/candidates/634d981649b0ce94eb0d9f5f_p07.cif,0.028484529256820677,0.012023815885186195,0.0269888,163.24273266697267,0.0214278749228864,2.085429302088514,0.001347192956982807,2.0830168086104575,0.0414590984582901,0.027039319276809692,0.027567118406295776,0.009936347603797913,0.03642076253890991
634d981649b0ce94eb0d9f5f_p11,634d981649b0ce94eb0d9f5f,PrSrHfTbO6,634d981649b0ce94eb0d9f5c,development,stable_positive_control_le_0.03,gnn_highest_uncertainty,a0a0a0_ordering_control,0.0,layered,rocksalt,P4/nmm,step4/candidates/634d981649b0ce94eb0d9f5f_p11.cif,0.10479539185762406,0.03261883929371834,0.0269888,180.0,0.0,2.063170945458387,3.1401849173675503e-16,2.0631709454583866,0.16130106151103973,0.10347459465265274,0.08798636496067047,0.09021308273077011,0.08100185543298721
634d981649b0ce94eb0d9f5f_p08,634d981649b0ce94eb0d9f5f,PrSrHfTbO6,634d981649b0ce94eb0d9f5c,development,stable_positive_control_le_0.03,random_control,a-a-c+,12.0,rocksalt,rocksalt,Pc,step4/candidates/634d981649b0ce94eb0d9f5f_p08.cif,0.03163910210132599,0.011369654908776283,0.0269888,147.68037821939575,0.15996160109565993,2.148042326780493,0.010325231573644138,2.128991699581406,0.04344646632671356,0.037823185324668884,0.02614443004131317,0.014640286564826965,0.03614114224910736
634da209d6d16c71eb0d898a_p01,634da209d6d16c71eb0d898a,Ba2FeWO6,634da209d6d16c71eb0d8987,development,near_stable_0.05_0.10,parent_reference,original,original,original,original,Fm-3m,step4/candidates/634da209d6d16c71eb0d898a_p01.cif,0.03219908028841019,0.03701159358024597,0.0959905,180.0,0.0,2.0287565,0.1119873588000001,1.9167691411999996,-0.01094067096710205,0.01812414824962616,0.04917476326227188,0.01824125647544861,0.08639590442180634
634da209d6d16c71eb0d898a_p06,634da209d6d16c71eb0d898a,Ba2FeWO6,634da209d6d16c71eb0d8987,development,near_stable_0.05_0.10,gnn_lowest_energy,a-a-a-,12.0,rocksalt,rocksalt,R-3,step4/candidates/634da209d6d16c71eb0d898a_p06.cif,0.014364781975746154,0.02653903141617775,0.0959905,147.904586383159,0.27460148309782206,2.111024051305408,0.010221023970420337,2.093479339886788,-0.009064733982086182,-0.013982772827148438,0.041008830070495605,0.012115508317947388,0.0417470782995224
634da209d6d16c71eb0d898a_p11,634da209d6d16c71eb0d898a,Ba2FeWO6,634da209d6d16c71eb0d8987,development,near_stable_0.05_0.10,gnn_highest_uncertainty,a0a0a0_ordering_control,0.0,rocksalt,layered,P4/mmm,step4/candidates/634da209d6d16c71eb0d898a_p11.cif,0.016413083672523497,0.03623905032873154,0.0959905,180.0,0.0,2.0287565,0.0,2.0287565,0.030624642968177795,-0.04704342782497406,0.042012229561805725,0.03492550551891327,0.021546468138694763
634da209d6d16c71eb0d898a_p08,634da209d6d16c71eb0d898a,Ba2FeWO6,634da209d6d16c71eb0d8987,development,near_stable_0.05_0.10,random_control,a-a-c+,12.0,rocksalt,rocksalt,P2_1/c,step4/candidates/634da209d6d16c71eb0d898a_p08.cif,0.026446986198425292,0.02310040406882763,0.0959905,147.68037821939575,0.15996160109565574,2.1122121956611983,0.01015300293712792,2.093479339886788,0.012204855680465698,-0.0001706928014755249,0.03510823845863342,0.024801060557365417,0.06029146909713745
