timestamp,index,name,utilization_gpu_pct,memory_used_mib,memory_total_mib,temperature_c,power_w
2026-09-02T20:26:56.334133+08:00,0, NVIDIA GeForce RTX 5060, 43, 3862, 8151, 58, 67.52
2026-09-02T20:27:01.394332+08:00,0, NVIDIA GeForce RTX 5060, 47, 3864, 8151, 56, 71.74
2026-09-02T20:27:06.446102+08:00,0, NVIDIA GeForce RTX 5060, 43, 3863, 8151, 58, 73.25
2026-09-02T20:27:11.505414+08:00,0, NVIDIA GeForce RTX 5060, 14, 3873, 8151, 52, 36.62
2026-09-02T20:27:16.547448+08:00,0, NVIDIA GeForce RTX 5060, 14, 3863, 8151, 51, 35.77
2026-09-02T20:27:21.594665+08:00,0, NVIDIA GeForce RTX 5060, 51, 3873, 8151, 56, 73.96
2026-09-02T20:27:26.644343+08:00,0, NVIDIA GeForce RTX 5060, 51, 3872, 8151, 56, 72.65
2026-09-02T20:27:31.686085+08:00,0, NVIDIA GeForce RTX 5060, 52, 3872, 8151, 58, 74.76
2026-09-02T20:27:36.734896+08:00,0, NVIDIA GeForce RTX 5060, 54, 3872, 8151, 58, 70.15
2026-09-02T20:27:41.790068+08:00,0, NVIDIA GeForce RTX 5060, 46, 3872, 8151, 59, 74.07
2026-09-02T20:27:46.838677+08:00,0, NVIDIA GeForce RTX 5060, 50, 3872, 8151, 56, 74.41
2026-09-02T20:27:51.884226+08:00,0, NVIDIA GeForce RTX 5060, 54, 3858, 8151, 58, 74.86
2026-09-02T20:27:56.928105+08:00,0, NVIDIA GeForce RTX 5060, 55, 3869, 8151, 58, 75.50
2026-09-02T20:28:01.995515+08:00,0, NVIDIA GeForce RTX 5060, 53, 3857, 8151, 57, 74.36
2026-09-02T20:28:07.065744+08:00,0, NVIDIA GeForce RTX 5060, 14, 3868, 8151, 55, 48.47
2026-09-02T20:28:12.109152+08:00,0, NVIDIA GeForce RTX 5060, 16, 3857, 8151, 52, 36.13
2026-09-02T20:28:17.158408+08:00,0, NVIDIA GeForce RTX 5060, 49, 3858, 8151, 56, 73.82
2026-09-02T20:28:22.212993+08:00,0, NVIDIA GeForce RTX 5060, 53, 3858, 8151, 58, 73.96
2026-09-02T20:28:27.277208+08:00,0, NVIDIA GeForce RTX 5060, 46, 3857, 8151, 58, 70.44
2026-09-02T20:28:32.318430+08:00,0, NVIDIA GeForce RTX 5060, 46, 3868, 8151, 58, 74.25
2026-09-02T20:28:37.360165+08:00,0, NVIDIA GeForce RTX 5060, 43, 3857, 8151, 58, 74.45
2026-09-02T20:28:42.404810+08:00,0, NVIDIA GeForce RTX 5060, 52, 3878, 8151, 56, 72.62
2026-09-02T20:28:47.460746+08:00,0, NVIDIA GeForce RTX 5060, 49, 3869, 8151, 57, 73.13
2026-09-02T20:28:52.510208+08:00,0, NVIDIA GeForce RTX 5060, 50, 3870, 8151, 58, 74.53
2026-09-02T20:28:57.561516+08:00,0, NVIDIA GeForce RTX 5060, 52, 3868, 8151, 57, 73.20
2026-09-02T20:29:02.598581+08:00,0, NVIDIA GeForce RTX 5060, 28, 3868, 8151, 56, 64.36
2026-09-02T20:29:07.634006+08:00,0, NVIDIA GeForce RTX 5060, 10, 3868, 8151, 51, 35.25
2026-09-02T20:29:12.675604+08:00,0, NVIDIA GeForce RTX 5060, 14, 3869, 8151, 50, 35.09
2026-09-02T20:29:17.719495+08:00,0, NVIDIA GeForce RTX 5060, 45, 3858, 8151, 57, 72.58
2026-09-02T20:29:22.760449+08:00,0, NVIDIA GeForce RTX 5060, 47, 3859, 8151, 58, 72.57
2026-09-02T20:29:27.806958+08:00,0, NVIDIA GeForce RTX 5060, 48, 3866, 8151, 56, 71.84
2026-09-02T20:29:32.859987+08:00,0, NVIDIA GeForce RTX 5060, 48, 3860, 8151, 58, 71.88
2026-09-02T20:29:37.899122+08:00,0, NVIDIA GeForce RTX 5060, 49, 3868, 8151, 58, 73.56
2026-09-02T20:29:42.971511+08:00,0, NVIDIA GeForce RTX 5060, 42, 3858, 8151, 57, 70.95
2026-09-02T20:29:48.013357+08:00,0, NVIDIA GeForce RTX 5060, 47, 3870, 8151, 58, 72.23
2026-09-02T20:29:53.052395+08:00,0, NVIDIA GeForce RTX 5060, 45, 3876, 8151, 57, 72.11
2026-09-02T20:29:58.128046+08:00,0, NVIDIA GeForce RTX 5060, 43, 3877, 8151, 57, 64.75
2026-09-02T20:30:03.179181+08:00,0, NVIDIA GeForce RTX 5060, 43, 3877, 8151, 57, 68.23
2026-09-02T20:30:08.221346+08:00,0, NVIDIA GeForce RTX 5060, 15, 3876, 8151, 51, 31.58
2026-09-02T20:30:13.272652+08:00,0, NVIDIA GeForce RTX 5060, 15, 3879, 8151, 53, 30.98
2026-09-02T20:30:18.312635+08:00,0, NVIDIA GeForce RTX 5060, 15, 3879, 8151, 48, 32.13
2026-09-02T20:30:23.360659+08:00,0, NVIDIA GeForce RTX 5060, 48, 3867, 8151, 56, 70.77
2026-09-02T20:30:28.401546+08:00,0, NVIDIA GeForce RTX 5060, 45, 3868, 8151, 56, 70.88
2026-09-02T20:30:33.440944+08:00,0, NVIDIA GeForce RTX 5060, 47, 3869, 8151, 54, 71.27
2026-09-02T20:30:38.487097+08:00,0, NVIDIA GeForce RTX 5060, 46, 3864, 8151, 57, 71.25
2026-09-02T20:30:43.540471+08:00,0, NVIDIA GeForce RTX 5060, 43, 3877, 8151, 57, 71.15
2026-09-02T20:30:48.582855+08:00,0, NVIDIA GeForce RTX 5060, 47, 3868, 8151, 55, 71.32
2026-09-02T20:30:53.628716+08:00,0, NVIDIA GeForce RTX 5060, 47, 3869, 8151, 55, 70.97
2026-09-02T20:30:58.679855+08:00,0, NVIDIA GeForce RTX 5060, 46, 3878, 8151, 58, 72.80
2026-09-02T20:31:03.720786+08:00,0, NVIDIA GeForce RTX 5060, 45, 3868, 8151, 56, 69.96
2026-09-02T20:31:08.769533+08:00,0, NVIDIA GeForce RTX 5060, 44, 3881, 8151, 56, 71.29
2026-09-02T20:31:13.812451+08:00,0, NVIDIA GeForce RTX 5060, 14, 3869, 8151, 50, 35.18
2026-09-02T20:31:18.853469+08:00,0, NVIDIA GeForce RTX 5060, 14, 3869, 8151, 50, 33.18
