timestamp,index,name,utilization_gpu_pct,memory_used_mib,memory_total_mib,temperature_c,power_w
2026-09-01T20:32:36.946503+08:00,0, NVIDIA GeForce RTX 5060, 85, 7462, 8151, 60, 76.64
2026-09-01T20:32:42.811615+08:00,0, NVIDIA GeForce RTX 5060, 85, 7432, 8151, 62, 97.32
2026-09-01T20:32:42.837099+08:00,0, NVIDIA GeForce RTX 5060, 31, 7490, 8151, 54, 51.40
2026-09-01T20:32:47.859674+08:00,0, NVIDIA GeForce RTX 5060, 84, 7480, 8151, 60, 66.86
2026-09-01T20:32:47.883390+08:00,0, NVIDIA GeForce RTX 5060, 84, 7480, 8151, 60, 66.86
2026-09-01T20:32:53.640646+08:00,0, NVIDIA GeForce RTX 5060, 32, 7392, 8151, 57, 72.12
2026-09-01T20:32:53.658082+08:00,0, NVIDIA GeForce RTX 5060, 24, 7399, 8151, 54, 38.03
2026-09-01T20:32:58.678202+08:00,0, NVIDIA GeForce RTX 5060, 84, 7529, 8151, 62, 68.18
2026-09-01T20:32:58.708197+08:00,0, NVIDIA GeForce RTX 5060, 84, 7529, 8151, 62, 68.18
2026-09-01T20:33:04.369124+08:00,0, NVIDIA GeForce RTX 5060, 23, 7460, 8151, 56, 73.58
2026-09-01T20:33:04.410338+08:00,0, NVIDIA GeForce RTX 5060, 31, 7522, 8151, 54, 43.36
2026-09-01T20:33:09.421089+08:00,0, NVIDIA GeForce RTX 5060, 80, 7530, 8151, 54, 57.37
2026-09-01T20:33:09.456605+08:00,0, NVIDIA GeForce RTX 5060, 80, 7530, 8151, 54, 57.37
2026-09-01T20:33:14.471297+08:00,0, NVIDIA GeForce RTX 5060, 77, 7522, 8151, 59, 71.90
2026-09-01T20:33:14.505485+08:00,0, NVIDIA GeForce RTX 5060, 77, 7522, 8151, 59, 71.90
2026-09-01T20:33:19.600937+08:00,0, NVIDIA GeForce RTX 5060, 77, 7408, 8151, 61, 91.83
2026-09-01T20:33:20.805358+08:00,0, NVIDIA GeForce RTX 5060, 74, 7406, 8151, 61, 92.55
2026-09-01T20:33:25.600596+08:00,0, NVIDIA GeForce RTX 5060, 86, 7379, 8151, 60, 88.18
2026-09-01T20:33:25.859560+08:00,0, NVIDIA GeForce RTX 5060, 84, 7469, 8151, 53, 44.62
2026-09-01T20:33:30.655834+08:00,0, NVIDIA GeForce RTX 5060, 80, 7494, 8151, 57, 45.69
