seed,epoch,loss,delta_mae,absolute_mae,seconds,peak_gpu_mib
42,1,0.26108355381909537,0.051150450895656834,0.14000021338462829,4.647277548999966,1896.50927734375
42,2,0.22657271167811224,0.042497129190596755,0.12423605918884277,2.734184286999948,1896.50927734375
42,3,0.19287982933661518,0.04498397111223312,0.10034323692321777,2.656151748999946,1896.50927734375
42,4,0.16249899303211884,0.03837607873429079,0.07704022824764252,2.6474162900000238,1896.50927734375
42,5,0.1350447548662915,0.0331057763062563,0.07032622516155243,2.6949455570000396,1896.50927734375
42,6,0.11820089992354899,0.03193429091537837,0.0557204806804657,2.6110851820000107,1896.50927734375
42,7,0.10277441056335673,0.029108867488394027,0.04751439690589905,2.6192984120000347,1896.50927734375
42,8,0.09040198694257175,0.025226779771910516,0.042285470366477965,2.639352563999978,1896.50927734375
42,9,0.08265402233775924,0.024854055783653167,0.03746465504169464,2.6450752190000344,1896.50927734375
42,10,0.07553317222525091,0.022847473044384968,0.0327981162071228,2.668442789999972,1896.50927734375
42,11,0.06582765127806102,0.02463138623192208,0.028594679236412048,2.586706198999991,1896.50927734375
42,12,0.060794193735894037,0.028720758425770328,0.03160836458206177,2.7234820169999807,1896.50927734375
42,13,0.05503253014210392,0.021297570549068043,0.026902124881744385,2.6725088700000015,1896.50927734375
42,14,0.047050380421911966,0.021258641723543404,0.02449152410030365,2.607419503000017,1896.50927734375
42,15,0.04437443723573404,0.01695741146337241,0.019743666648864747,2.7142259830000057,1896.50927734375
42,16,0.03976374009952826,0.017512857474794145,0.01755628764629364,2.6113622749999763,1896.50927734375
42,17,0.0395961051039836,0.02089478803543898,0.029311761856079102,2.712557491000041,1896.50927734375
42,18,0.034014788949314284,0.016204114327556453,0.017696876525878907,2.642192002999991,1896.50927734375
42,19,0.031517026617246514,0.015395875379472273,0.017572885751724242,2.721873938999977,1896.50927734375
42,20,0.027443337089875165,0.013720154016118613,0.014682921767234802,2.8568029339999725,1896.50927734375
42,21,0.02387818759855102,0.01403413107036613,0.01569048225879669,2.835740592000036,1896.50927734375
42,22,0.02302862999632078,0.01433179342362564,0.01484570026397705,2.6748331599999915,1896.50927734375
42,23,0.022066130631548518,0.01615760719676473,0.018768029808998107,2.665281282999956,1896.50927734375
42,24,0.02106345570920145,0.013434129125075743,0.01476720094680786,2.6936975680000046,1896.50927734375
42,25,0.020174220861757502,0.01166564525490685,0.014166998863220214,2.7324517050000168,1896.50927734375
42,26,0.017161560902262434,0.014494609989633318,0.014462143778800965,2.657478861999948,1896.50927734375
42,27,0.016174373326494414,0.01174785464652814,0.013958296179771424,2.641030393000051,1896.50927734375
42,28,0.016078773118993816,0.01293506828165846,0.01533754289150238,2.668978384000013,1896.50927734375
42,29,0.016069531166816458,0.011598193845202331,0.01327850341796875,2.732005920000006,1896.50927734375
42,30,0.01815993201864116,0.010564353268709964,0.01441393792629242,2.7758134190000305,1896.50927734375
42,31,0.014941726592095458,0.01150003611081047,0.015591468214988708,2.644147217000011,1896.50927734375
42,32,0.01298979839638752,0.011707693547241433,0.01360798716545105,2.6341986660000316,1896.50927734375
42,33,0.012495359405875206,0.011052765772328712,0.012439010739326477,2.696172679999961,1896.50927734375
42,34,0.01261342319605105,0.010249993780744262,0.011837329864501953,2.680716025000038,1896.50927734375
42,35,0.013939485008663991,0.010076300593063935,0.012079481482505799,2.6467233209999677,1896.50927734375
42,36,0.0127619258402025,0.008707197138828632,0.009630595445632934,2.5827245209999887,1896.50927734375
42,37,0.009713947690804215,0.008601255999165005,0.010090872645378113,2.6153283099999953,1896.50927734375
42,38,0.01027478918652324,0.012003257898322772,0.01417158842086792,2.6181245969999623,1896.50927734375
42,39,0.011773341910584885,0.011311515359288933,0.012030565738677978,2.6362205039999935,1896.50927734375
42,40,0.010861910057856757,0.0098625366363558,0.012493975162506103,2.612511129999973,1896.50927734375
42,41,0.008636062499135733,0.00848362579003151,0.009275796413421631,2.6748519860000215,1896.50927734375
42,42,0.00743231938823181,0.009021405113307991,0.009655293226242066,2.619615769999996,1896.50927734375
42,43,0.008125278824830757,0.008906832984066568,0.009844803810119629,2.692845260000013,1896.50927734375
42,44,0.008008399950888227,0.010391552613582463,0.01050476312637329,2.6647387610000237,1896.50927734375
42,45,0.007738931816728676,0.009300796682364307,0.010837723016738892,2.684739491000016,1896.50927734375
42,46,0.00834914285908727,0.010171807377664663,0.011164403557777404,2.6453664829999752,1896.50927734375
42,47,0.008322701296385597,0.009017995422473177,0.010031266808509827,2.590954823000004,1896.50927734375
42,48,0.0072465524734819636,0.0073248747180332426,0.008573217391967774,2.6508673420000264,1896.50927734375
42,49,0.006355968194411081,0.007624252238001645,0.008701949715614318,2.655791582000006,1896.50927734375
42,50,0.006776010275215787,0.008398378659039736,0.009552438259124756,2.6562466490000247,1896.50927734375
42,51,0.006748553611995543,0.008153793478577427,0.009650077819824219,2.67838555000003,1896.50927734375
42,52,0.0064496793236364335,0.007556021359050646,0.008661257028579712,2.6653796510000234,1896.50927734375
42,53,0.006044338155976113,0.007974913183716126,0.010320624709129334,2.6976996889999896,1896.50927734375
42,54,0.005779080449000877,0.006977859034086578,0.01068813443183899,2.6577662720000035,1896.50927734375
42,55,0.005054306321065216,0.007296035679173656,0.00814547300338745,2.7234988480000197,1896.50927734375
42,56,0.005077799069969093,0.007529254192195367,0.009483274221420288,2.751078146999987,1896.50927734375
42,57,0.005858001490945325,0.0075049474611296315,0.008947837352752685,2.6747069699999884,1896.50927734375
42,58,0.007419625845025568,0.008201429804903454,0.009404272437095643,2.6067283489999795,1896.50927734375
42,59,0.010999313911751789,0.013835258512408473,0.015026932954788208,2.730994850000002,1896.50927734375
42,60,0.010579233331715359,0.007649807533598505,0.009189338088035584,2.677110564999964,1896.50927734375
42,61,0.006329522714676226,0.007394203473377274,0.009885278344154359,2.6486508180000214,1896.50927734375
42,62,0.0053998946403974995,0.007368345594150014,0.00794670581817627,2.7367397449999658,1896.50927734375
42,63,0.005011524114867344,0.008841758699854835,0.008170972466468812,2.7170738650000317,1896.50927734375
42,64,0.00468728766667054,0.00756596047867788,0.009551829099655152,2.68405171400002,1896.50927734375
42,65,0.005524441805284689,0.006466118938988075,0.009732744097709656,2.6482476879999695,1896.50927734375
42,66,0.00562526799245354,0.006727407687867526,0.012503312826156616,2.6414172600000256,1896.50927734375
42,67,0.004176919403321603,0.007340212022536434,0.008897337317466735,2.7566513179999674,1896.50927734375
42,68,0.0063706601230318054,0.007913094778195955,0.0093625408411026,2.7297197309999888,1896.50927734375
42,69,0.0064862473210429445,0.0065795986191369595,0.00805747389793396,2.7323028550000004,1896.50927734375
42,70,0.004893970744246069,0.007744673963461537,0.010017935037612915,2.708724597000014,1896.50927734375
42,71,0.006610117304851027,0.007118641903362004,0.008380417227745057,2.7379869190000363,1896.50927734375
42,72,0.005053329788257971,0.00802956764033297,0.008124754428863526,2.757850492999978,1896.50927734375
42,73,0.004241049741668736,0.006121620079502463,0.007231976389884948,2.6591972559999704,1896.50927734375
42,74,0.0035461431287009924,0.006755754086188972,0.007422000169754028,2.7088762029999884,1896.50927734375
42,75,0.003528768744538812,0.0066729793361446355,0.007753058075904846,2.648221181999986,1896.50927734375
42,76,0.004635620971812922,0.0064885678916471075,0.008332699537277222,2.683773503999987,1896.50927734375
42,77,0.003824421642896007,0.006990327684907243,0.008927850127220154,2.652221920000045,1896.50927734375
42,78,0.004481083357377964,0.006643693692458328,0.00812401294708252,2.6663194689999727,1896.50927734375
42,79,0.004676955080974628,0.006830399315658724,0.0077772438526153564,2.675970272000029,1896.50927734375
42,80,0.00438486655954929,0.005733452558051795,0.00738088846206665,2.6759855360000415,1896.50927734375
123,1,0.24223487429759083,0.057018168799113485,0.11766786217689514,2.7542762019999145,1897.60302734375
123,2,0.2051862828871783,0.04400245523713238,0.1060481196641922,2.6339704749999555,1897.60302734375
123,3,0.17898689122760997,0.03830059655309014,0.0948601222038269,2.6482578709999416,1897.60302734375
123,4,0.15065526962280273,0.032363298418058545,0.08129423320293426,2.6769095550000657,1897.60302734375
123,5,0.12733977112699957,0.028126228485198225,0.06688849806785584,2.6157592979999436,1897.60302734375
123,6,0.10862102710148867,0.025741339444066397,0.0577913236618042,2.6891786139999567,1897.60302734375
123,7,0.09094126960810493,0.022488511953488343,0.047035610675811766,2.652515864999941,1897.60302734375
123,8,0.08197860441663686,0.020862465488316956,0.04114294648170471,2.7441020489999346,1897.60302734375
123,9,0.07003339380025864,0.021286007704329677,0.03636833369731903,2.645891226999993,1897.60302734375
123,10,0.06322354253600626,0.019562005433253944,0.03808346450328827,2.65103233800005,1897.60302734375
123,11,0.05819331065696828,0.01898512059895438,0.03389227509498596,2.6433785200000557,1897.60302734375
123,12,0.052748006932875686,0.017372749034548177,0.024331508874893187,2.6567383770000106,1897.60302734375
123,13,0.05029779541141847,0.016590968088130466,0.02648422360420227,2.641881550999983,1897.60302734375
123,14,0.044020971940720785,0.015919355978257953,0.0202860027551651,2.6715852889999496,1897.60302734375
123,15,0.04135891576023663,0.014484379662026186,0.01784931421279907,2.624614711999925,1897.60302734375
123,16,0.0395881120553788,0.013539762900836649,0.015467120409011841,2.6606078949999983,1897.60302734375
123,17,0.0351216454497155,0.015021866981987842,0.014305582642555237,2.678577775000008,1897.60302734375
123,18,0.0331769748864805,0.01258370284929697,0.013642793297767639,2.6414933659999633,1897.60302734375
123,19,0.030028787879821134,0.012144970431090769,0.012385959625244141,2.6466076100000464,1897.60302734375
123,20,0.027647293337127742,0.014014821830787696,0.013813221454620361,2.6870151680000163,1897.60302734375
123,21,0.028434707728378913,0.013184993450850016,0.0133942049741745,2.7288157469999987,1897.60302734375
123,22,0.026345509487916443,0.013790898197039497,0.017462674975395203,2.7537377170000354,1897.60302734375
123,23,0.02451201037996832,0.011571488877525554,0.014810538291931153,2.7613281370000777,1897.60302734375
123,24,0.022397700971102014,0.011150060578947886,0.012280630469322205,2.6511041280000427,1897.60302734375
123,25,0.02059278418036068,0.010583121221861802,0.01401582658290863,2.685319757000002,1897.60302734375
123,26,0.02071935883449281,0.01149096452165395,0.01720750093460083,2.6992144529999678,1897.60302734375
123,27,0.02098831901436343,0.01037427833653055,0.011586571335792542,2.7510231790000717,1897.60302734375
123,28,0.019851835335002226,0.0109092696395237,0.012529866099357604,2.7308491200000162,1897.60302734375
123,29,0.018781663849949837,0.011062553347437642,0.0113473641872406,2.7160596620000206,1897.60302734375
123,30,0.017543013207614422,0.011236336048314114,0.012312384247779846,2.712726038000028,1897.60302734375
123,31,0.016130577033276066,0.010087787570664659,0.011749041080474854,2.7252140770000324,1897.60302734375
123,32,0.01494137104600668,0.009579042535624466,0.01121537983417511,2.6885629029999336,1897.60302734375
123,33,0.015811539967270458,0.010617036805124372,0.010325941443443298,2.747679766000033,1897.60302734375
123,34,0.014819861197953714,0.009718694461043923,0.010486761331558228,2.8112426139999798,1897.60302734375
123,35,0.012905949754092623,0.009594472817407223,0.010327067971229554,2.7654992469999797,1897.60302734375
123,36,0.012044888455420732,0.009025985694024711,0.008816959857940674,2.721418149000101,1897.60302734375
123,37,0.012220490039052331,0.010728112923097798,0.013590112328529358,2.7701076519999788,1897.60302734375
123,38,0.012956075972932227,0.009431442904606228,0.01074951171875,2.7346929649999083,1897.60302734375
123,39,0.011960055377772626,0.008460013841395267,0.009924405813217163,2.8159566699999914,1897.60302734375
123,40,0.011463199276477098,0.0116557274922161,0.01682339370250702,2.7190247540000883,1897.60302734375
123,41,0.013007455998483826,0.00896861503686523,0.011821790337562562,2.7243952250000802,1897.60302734375
123,42,0.010986034237944028,0.00839829763630405,0.00917462706565857,2.8215423919999694,1897.60302734375
123,43,0.010269763879477978,0.008270899347262457,0.008587690591812134,2.8279167070000994,1897.60302734375
123,44,0.01043652488357004,0.00921754460723605,0.009234424233436584,2.7813611980000132,1897.60302734375
123,45,0.01037928119630498,0.0088094389908656,0.009566128253936768,2.77163751899991,1897.60302734375
123,46,0.009632775751764284,0.008421228553634136,0.009433350563049316,2.7729461449999917,1897.60302734375
123,47,0.009229600059745066,0.00830283154049539,0.00886764407157898,2.7338197859999127,1897.60302734375
123,48,0.008706680978374445,0.007095034781086724,0.009639060497283936,2.7585949230000324,1897.60302734375
123,49,0.010014280512490693,0.009679669600445777,0.010314357280731202,2.793707414000096,1897.60302734375
123,50,0.009520766407470493,0.00844736489620118,0.010157105922698974,2.733103038000081,1897.60302734375
123,51,0.0078412512289908,0.008031360713011963,0.0092143714427948,2.834522743999969,1897.60302734375
123,52,0.007083347765728831,0.008077185731262943,0.008878438472747803,2.8225734199999124,1897.60302734375
123,53,0.007905213312958093,0.008091174425208009,0.008773550391197205,2.748663161999957,1897.60302734375
123,54,0.0077609411057303936,0.00765426090627443,0.008186997771263122,2.7415470910000295,1897.60302734375
123,55,0.009309272254433702,0.008510465219151228,0.00929652452468872,2.645054838999954,1897.60302734375
