epoch,train_loss,validation_mae,validation_rmse,validation_r2,validation_pr_auc,lr,seconds,peak_allocated_mib,peak_reserved_mib
1,0.5365284517914667,0.0598665326833725,0.08630845085196094,0.4298267960548401,0.38263975600137695,0.0003,34.01630625300004,2120.88232421875,3236.0
2,0.4496159454324021,0.053688470274209976,0.07623358513172117,0.5551712512969971,0.45209676505467317,0.0003,31.493712436000123,2138.4443359375,3236.0
3,0.38557241981524554,0.04730181768536568,0.0713765737262788,0.6100475788116455,0.5479444146735375,0.0003,31.403548822999937,2177.9794921875,3236.0
4,0.34080242576827924,0.04211851954460144,0.06400495465455708,0.6864351034164429,0.6451268217380205,0.0003,30.993255481000233,2130.8544921875,3236.0
5,0.3137329246190427,0.04081464931368828,0.06444475451937832,0.6821111440658569,0.6733097135757917,0.0003,31.268304375000298,2138.4443359375,3236.0
6,0.2902186631130642,0.03839964419603348,0.06204377494739267,0.7053566575050354,0.7178039825887699,0.0003,31.654703027999858,2130.8544921875,3236.0
7,0.27199280181132945,0.035963818430900574,0.05783264640370144,0.743996262550354,0.7334156197193568,0.0003,31.190519700000095,2138.4443359375,3236.0
8,0.2603964523227801,0.03356713429093361,0.05607269277060809,0.7593405246734619,0.7585769220786645,0.0003,31.03065163500014,2120.88232421875,3236.0
9,0.24565445716814424,0.034056857228279114,0.056785275469857725,0.7531849145889282,0.7854913503932718,0.0003,31.123453404999964,2120.88232421875,3236.0
10,0.23148264489331416,0.031948912888765335,0.054866014061478445,0.769586980342865,0.8098958758564923,0.0003,31.09502975899977,2130.8544921875,3236.0
11,0.2188442624340763,0.029927076771855354,0.05151511818541334,0.7968721389770508,0.8337644669159927,0.0003,31.23653920200013,2120.88232421875,3236.0
12,0.2121358104681882,0.029411111027002335,0.050619930551427175,0.8038703203201294,0.8315866885309832,0.0003,31.162971550999828,2120.88232421875,3236.0
13,0.20589137601052798,0.02812838740646839,0.04967778765850085,0.8111031651496887,0.8426702430792683,0.0003,31.151913979000255,2135.26171875,3236.0
14,0.19652740096734436,0.028785426169633865,0.05074854173365048,0.8028724193572998,0.8610445244388014,0.0003,31.309677212000224,2152.11328125,3236.0
15,0.19287389776444946,0.028727620840072632,0.04976934693789413,0.8104062080383301,0.855999585342588,0.0003,31.732715454999834,2142.71826171875,3236.0
16,0.18531788025702264,0.026507994160056114,0.04763002103772541,0.8263552188873291,0.8545557659879081,0.0003,31.08911084300007,2130.8544921875,3236.0
17,0.1793124201837279,0.025823822245001793,0.04590549820504444,0.8387017846107483,0.868843331307313,0.0003,31.07623807300024,2120.88232421875,3236.0
18,0.17637669897688915,0.026247700676321983,0.04559704817199215,0.8408620953559875,0.8793712618175137,0.0003,31.352980664999905,2130.8544921875,3236.0
19,0.17072827510574087,0.0249044056981802,0.04521354803202025,0.8435277342796326,0.8909485703852302,0.0003,31.480874972000038,2177.9794921875,3236.0
20,0.16650210199658858,0.024755490943789482,0.04470176259097755,0.8470500111579895,0.8840210449045046,0.0003,31.0725580190001,2138.4443359375,3236.0
21,0.1620577721777101,0.024386869743466377,0.04462570537883183,0.8475700616836548,0.8891554427422487,0.0003,31.22639333699999,2166.18505859375,3236.0
22,0.16065325469036915,0.024866748601198196,0.044803936219505944,0.8463500142097473,0.8770245279267725,0.0003,31.197442624999894,2138.4443359375,3236.0
23,0.15547518135277624,0.025791164487600327,0.04420750865575688,0.8504135608673096,0.8851037717575834,0.0003,30.926812891999816,2126.9794921875,3236.0
24,0.15566724443530006,0.023615678772330284,0.04343661621707517,0.8555850386619568,0.8794645896730859,0.0003,31.057545695000044,2145.8984375,3236.0
25,0.15121502679034612,0.023458266630768776,0.044169235610016365,0.8506724834442139,0.8765324276988861,0.0003,30.96925703199986,2157.3486328125,3236.0
26,0.1500331540305985,0.023248890414834023,0.04376652428946851,0.8533830046653748,0.8947316533593161,0.0003,31.216987109,2166.18505859375,3236.0
27,0.14487470814277592,0.022586708888411522,0.04277875194455897,0.8599263429641724,0.8885940380946319,0.0003,31.218361452999943,2157.3486328125,3236.0
28,0.14148790397815947,0.023019859567284584,0.04260870197610577,0.8610377311706543,0.9039974517883815,0.0003,31.118652222000037,2130.8544921875,3236.0
29,0.14021842916726676,0.02216636762022972,0.042362449298391,0.8626393675804138,0.9000308451984104,0.0003,31.0582892489997,2166.18505859375,3236.0
30,0.13738713012450215,0.022442527115345,0.04279752367789517,0.8598034381866455,0.9001778378364659,0.0003,31.112177398000313,2145.8984375,3236.0
31,0.13796333317263404,0.022373652085661888,0.04269704747143191,0.8604609370231628,0.9041847187776099,0.0003,30.99751685299998,2111.49462890625,3236.0
32,0.13620837255348409,0.02240629680454731,0.042906309405950444,0.8590897917747498,0.906335518069176,0.0003,31.176713865999773,2126.9794921875,3236.0
33,0.13509981130373686,0.022854328155517578,0.04348126014614357,0.855288028717041,0.9005267002375313,0.0003,31.03370876100007,2145.8984375,3236.0
34,0.13366106472232805,0.0216378141194582,0.04180234590269777,0.8662476539611816,0.9092757885336099,0.0003,31.091718336000213,2120.88232421875,3236.0
35,0.13149373992040309,0.020951593294739723,0.041381136851749475,0.8689295053482056,0.9127516882678582,0.0003,31.39895696299982,2130.8544921875,3236.0
36,0.12809078088209208,0.02118285372853279,0.04175897366039636,0.8665250539779663,0.9067548724095571,0.0003,32.671218438000324,2145.8984375,3236.0
37,0.12770210766542228,0.021470708772540092,0.041252682997768284,0.8697419166564941,0.910941146404492,0.0003,30.288208766000025,2130.8544921875,3236.0
38,0.125009327511095,0.020616712048649788,0.041319765390696594,0.8693180084228516,0.9158541755472567,0.0003,30.223250672000177,2138.4443359375,3236.0
39,0.12585631028452257,0.02052408643066883,0.04157878208366925,0.8676744699478149,0.9069957459821507,0.0003,30.35040871399997,2166.18505859375,3236.0
40,0.12385383391051627,0.021618681028485298,0.04190763983130374,0.865572988986969,0.8897186800362548,0.0003,30.108863221999854,2138.4443359375,3236.0
41,0.12192492553328557,0.020600466057658195,0.04108918779761472,0.8707723617553711,0.8998478371511448,0.0003,30.44923586899995,2126.9794921875,3236.0
42,0.12251939671997329,0.02061237208545208,0.04108768048898874,0.8707818984985352,0.91290062475379,0.0003,30.39976642800002,2138.4443359375,3236.0
43,0.11896776162006495,0.020518139004707336,0.04118280738840376,0.8701828718185425,0.9030076211390309,0.0003,30.56135859999995,2177.9794921875,3236.0
44,0.11967258327829525,0.020277859643101692,0.04132398145145789,0.8692913055419922,0.9130202852142122,0.0003,30.188744232999852,2115.78466796875,3236.0
45,0.11677757796143905,0.020018279552459717,0.040561863835923424,0.874068021774292,0.9177406636536173,0.0003,30.35248114900014,2138.4443359375,3236.0
46,0.11746991189909617,0.020199505612254143,0.04093942347177375,0.8717126846313477,0.9135384568751712,0.0003,30.55255685899965,2138.4443359375,3236.0
47,0.11545796326533916,0.02028200402855873,0.040702101210423974,0.8731957674026489,0.9024075489593141,0.0003,30.554064434999873,2145.8984375,3236.0
48,0.1128226573679738,0.020567836239933968,0.04038535949835652,0.8751616477966309,0.917924736527502,0.0003,30.319455109000046,2138.4443359375,3236.0
49,0.1145635094643837,0.020539209246635437,0.04116804746420662,0.8702758550643921,0.913581041457342,0.0003,30.429688046000138,2135.26171875,3236.0
50,0.11266709383281837,0.01966816745698452,0.04074345984671232,0.8729379177093506,0.9118276850144833,0.0003,30.747726174000036,2138.4443359375,3236.0
51,0.11023917780282913,0.02021961100399494,0.04100877415117607,0.8712776899337769,0.9209092921227635,0.0003,30.57360076799978,2145.8984375,3236.0
52,0.1108708226277202,0.019812097772955894,0.04055417993513038,0.8741157650947571,0.9218125158188925,0.0003,30.539408526999978,2157.3486328125,3236.0
53,0.10986160781272405,0.01958865486085415,0.040650622604779314,0.873516321182251,0.9205359259112919,0.0003,30.08086423800023,2120.88232421875,3236.0
54,0.10944109941349453,0.020020097494125366,0.04094948573363419,0.8716496229171753,0.9137182765038558,0.0003,30.48458226999992,2138.4443359375,3236.0
55,0.10845492880067518,0.019436098635196686,0.04033689244464498,0.8754611015319824,0.9189049939717733,0.0003,30.373850274000233,2130.8544921875,3236.0
56,0.107317179311364,0.019998935982584953,0.0406066165191211,0.8737900257110596,0.9137388736085144,0.0003,30.730264376000378,2157.3486328125,3236.0
57,0.1050063785534755,0.019514422863721848,0.0403283545293746,0.8755137920379639,0.9152852571809252,0.0003,30.54331976100002,2145.8984375,3236.0
58,0.10557868856515076,0.01949395425617695,0.040493507220503405,0.8744921684265137,0.9207131444160569,0.0003,30.351682499999697,2130.8544921875,3236.0
59,0.10433607477815947,0.01934845559298992,0.040378904814275904,0.8752015233039856,0.9225718695260734,0.0003,30.149956930999906,2163.21240234375,3236.0
60,0.10504695670738874,0.01924951560795307,0.04012047962370149,0.8767938613891602,0.9160934716860477,0.0003,30.36087039100039,2120.88232421875,3236.0
61,0.10157772200410202,0.018790585920214653,0.03961612460509045,0.8798720240592957,0.924064351968322,0.0003,30.227084504999766,2130.8544921875,3236.0
62,0.10288001720932408,0.0188654325902462,0.03990692484181617,0.8781019449234009,0.9224926423683439,0.0003,30.331625914000142,2130.8544921875,3236.0
63,0.10050158896794077,0.019087811931967735,0.04046690409640749,0.8746569752693176,0.921382450326658,0.0003,30.286255096999867,2145.8984375,3236.0
64,0.10042538090973191,0.018943719565868378,0.04014810391376763,0.8766241073608398,0.9254794949055769,0.0003,30.437611857999855,2145.8984375,3236.0
65,0.1006780585748828,0.01907067932188511,0.040112463033111695,0.8768430948257446,0.9191566113835131,0.0003,30.472262925999985,2126.9794921875,3236.0
