epoch,train_loss,validation_mae,validation_rmse,validation_r2,validation_pr_auc,lr,seconds,peak_allocated_mib,peak_reserved_mib
1,0.5026452899608101,0.05618851259350777,0.08164786826860505,0.4897419214248657,0.4240134786746185,0.0003,73.66445627199937,1102.650390625,1842.0
2,0.4012160916609046,0.046637482941150665,0.07124942500631147,0.6114357113838196,0.580807617701157,0.0003,56.614077373997134,1098.685546875,1842.0
3,0.33946016352989167,0.04391888901591301,0.06757813630076408,0.6504473686218262,0.5950238401663527,0.0003,55.928463529999135,1115.54345703125,1842.0
4,0.3038789188348233,0.04069320112466812,0.0643820659916809,0.6827292442321777,0.6445451643967083,0.0003,56.12283612199826,1118.9541015625,1842.0
5,0.27667434247590356,0.03615540638566017,0.059231643562714056,0.7314608097076416,0.7425307998791488,0.0003,58.04234475799967,1118.9541015625,1842.0
6,0.2562846996057664,0.03398493304848671,0.054468685725568664,0.7729120850563049,0.7748509397608836,0.0003,57.80759420200047,1118.9541015625,1842.0
7,0.23794080443739246,0.03185262531042099,0.05261033092080105,0.7881432771682739,0.7933271269985616,0.0003,57.3683792289994,1118.9541015625,1842.0
8,0.2256162729024917,0.03126662224531174,0.05194792829064279,0.7934445738792419,0.8097607728503875,0.0003,58.245943251000426,1157.12255859375,1842.0
9,0.21594695876050782,0.029390232637524605,0.05043065104166104,0.8053343296051025,0.8186699120659209,0.0003,57.59453011900041,1130.69091796875,1842.0
10,0.20611281762798742,0.02885938063263893,0.05000134518423157,0.8086345195770264,0.8440758688572568,0.0003,56.199564952999935,1118.9541015625,1842.0
11,0.19858963827424397,0.0278013963252306,0.04911312850167458,0.8153729438781738,0.860888438861836,0.0003,56.85219493800105,1118.9541015625,1842.0
12,0.19447171321212908,0.027184544131159782,0.04738839702686078,0.8281125426292419,0.8579750799129805,0.0003,57.09355619499911,1130.69091796875,1842.0
13,0.18745638019452215,0.026999546214938164,0.04687303052182121,0.8318308591842651,0.8537892968231577,0.0003,58.536006756999996,1107.53662109375,1842.0
14,0.1804085199073876,0.026092831045389175,0.04586364817572047,0.8389957547187805,0.8508946297692811,0.0003,56.59939911800029,1130.69091796875,1842.0
15,0.1753695935287932,0.025558754801750183,0.04533554171620006,0.8426822423934937,0.8692586356246109,0.0003,56.48181718900014,1107.53662109375,1842.0
16,0.1712786500222748,0.028141314163804054,0.04571149680089342,0.8400622606277466,0.8567681041609564,0.0003,57.11461470100039,1130.69091796875,1842.0
17,0.16815346621764005,0.025397006422281265,0.04417856356239246,0.8506093621253967,0.8737446146995701,0.0003,56.46082885299984,1107.53662109375,1842.0
18,0.16403046717349945,0.02439018152654171,0.044070307140590084,0.8513405919075012,0.8758624908160892,0.0003,57.180498914000054,1157.12255859375,1842.0
19,0.15985116294813642,0.024447593837976456,0.04421199834656028,0.8503831624984741,0.8745117767559135,0.0003,56.24354160900111,1098.685546875,1842.0
20,0.15734666094021077,0.023417670279741287,0.043631264645042335,0.85428786277771,0.8863364167610461,0.0003,56.83700346000114,1118.9541015625,1842.0
21,0.15386274641815134,0.02390866167843342,0.043644724784769544,0.8541979193687439,0.8828123418195102,0.0003,56.587040253998566,1139.92626953125,1842.0
22,0.15128654106139328,0.023176584392786026,0.04302181142962468,0.8583301305770874,0.8846637924542042,0.0003,56.02033368800039,1107.53662109375,1842.0
23,0.1481403661420366,0.02313595823943615,0.04268549763779865,0.8605363965034485,0.8839972088549385,0.0003,55.626988359999814,1107.53662109375,1842.0
24,0.1454911533256015,0.02292812056839466,0.0429030696693212,0.8591110706329346,0.8783886118894884,0.0003,58.71029525999984,1139.92626953125,1842.0
25,0.1427298200544498,0.02298760786652565,0.04236083477170394,0.8626497983932495,0.8811092201378601,0.0003,57.755571253997914,1118.9541015625,1842.0
