epoch,train_loss,validation_mae,validation_rmse,validation_r2,validation_pr_auc,lr,seconds,peak_allocated_mib,peak_reserved_mib
1,0.5100315532377655,0.05519651249051094,0.07980601377780844,0.5125036239624023,0.45879217936308686,0.0003,55.709590412999205,1119.23583984375,1744.0
2,0.40530296485937056,0.04756247252225876,0.0705004603708231,0.6195618510246277,0.5542909501746329,0.0003,55.499344383999414,1119.23583984375,1744.0
3,0.3562580658261642,0.0429166704416275,0.06616716611899986,0.6648916602134705,0.6086548968145004,0.0003,54.951570213000196,1128.25927734375,1744.0
4,0.3226728760751404,0.04962158203125,0.07454372770897295,0.5746735334396362,0.6510877908030495,0.0003,55.83739240399973,1128.25927734375,1744.0
5,0.29556516610622224,0.03804083168506622,0.06187745638207687,0.7069342136383057,0.7243008758213226,0.0003,56.151192432000244,1144.3125,1744.0
6,0.269954984207696,0.03483740612864494,0.05778456074027381,0.7444218397140503,0.745087422088648,0.0003,55.7396935429997,1119.23583984375,1744.0
7,0.24964647863194536,0.033185604959726334,0.05498296459285585,0.7686036825180054,0.7695865339194711,0.0003,55.74194026500027,1119.23583984375,1744.0
8,0.2349662606144293,0.031932979822158813,0.05440925590607708,0.7734073996543884,0.8090485639525028,0.0003,55.54274149899993,1128.25927734375,1744.0
9,0.22382652991651486,0.029833583161234856,0.052023466791069374,0.7928434014320374,0.8191597674520651,0.0003,58.128133573000014,1108.27490234375,1744.0
10,0.21447613529674733,0.02974153496325016,0.05257174794009905,0.7884539365768433,0.829610316787981,0.0003,65.8228821040002,1108.27490234375,1744.0
11,0.2065141344471742,0.028702648356556892,0.05059029135138948,0.8040999174118042,0.824191729015742,0.0003,58.96890549300042,1108.27490234375,1744.0
12,0.19967011047576094,0.027772486209869385,0.049086912540871004,0.8155699968338013,0.8414630853431745,0.0003,58.16006957399986,1119.23583984375,1744.0
13,0.19354719070502674,0.027770472690463066,0.04880065860716086,0.8177147507667542,0.8514452005593351,0.0003,55.764525765000144,1119.23583984375,1744.0
14,0.18981379346921806,0.02729151025414467,0.049108188443075615,0.8154100775718689,0.86154188589177,0.0003,56.023744967999846,1119.23583984375,1744.0
15,0.1830978109494868,0.028761491179466248,0.048079274852479835,0.8230640888214111,0.8599651337841455,0.0003,56.00501748100032,1128.25927734375,1744.0
16,0.17778890433472883,0.026903636753559113,0.04855232549125597,0.8195652365684509,0.85862902322219,0.0003,56.072169155000665,1137.31396484375,1744.0
17,0.17413879542955127,0.025691522285342216,0.04690847840454508,0.831576406955719,0.8678809025220512,0.0003,55.88933787300084,1128.25927734375,1744.0
18,0.169953270325962,0.025453919544816017,0.04612345273907273,0.8371664881706238,0.8674973260744497,0.0003,56.771485397000106,1128.25927734375,1744.0
19,0.16525886756902722,0.02456722781062126,0.04450906642277755,0.8483657836914062,0.8765984728201055,0.0003,55.365153812000244,1119.23583984375,1744.0
20,0.16178084912349225,0.024578914046287537,0.04378239579627825,0.8532766699790955,0.8822961803561856,0.0003,55.49012293800024,1102.35009765625,1744.0
21,0.15550454661218294,0.024497173726558685,0.04458128310180531,0.847873330116272,0.8843096420540609,0.0003,55.913980626999546,1119.23583984375,1744.0
22,0.15303511854980387,0.02402394264936447,0.04455725784586595,0.8480372428894043,0.8820908829166995,0.0003,56.01781835100064,1128.25927734375,1744.0
23,0.15088888799338585,0.0254810843616724,0.04594581269288867,0.8384183645248413,0.879666002606201,0.0003,56.32945683499929,1119.23583984375,1744.0
24,0.14465908999494564,0.022593531757593155,0.04279300664449987,0.8598330020904541,0.8955257129632129,0.0003,55.41318222599966,1108.27490234375,1744.0
25,0.14365447379696417,0.022866081446409225,0.04324680145454025,0.856844425201416,0.8959030150024355,0.0003,55.57259073000023,1098.658203125,1744.0
26,0.1406949384699753,0.022298039868474007,0.042296406843813174,0.8630673289299011,0.8996345778670077,0.0003,55.53838753200034,1108.27490234375,1744.0
27,0.13987553542305095,0.02236822433769703,0.042595582683752756,0.8611233234405518,0.8974370467951055,0.0003,55.184533941000154,1119.23583984375,1744.0
28,0.13727717940501272,0.0227406807243824,0.042967869467816444,0.8586851358413696,0.8919943745641544,0.0003,55.98256055300044,1119.23583984375,1744.0
29,0.13389626095948126,0.022283054888248444,0.04239646234756469,0.8624187111854553,0.8896984293277093,0.0003,56.17808024099941,1108.27490234375,1744.0
30,0.13235644930935045,0.021449480205774307,0.04139856546097485,0.8688190579414368,0.9001012742415385,0.0003,56.48754608800027,1128.25927734375,1744.0
31,0.13038787002981855,0.021057795733213425,0.04189930529614201,0.8656264543533325,0.8996380543962855,0.0003,55.73087897200003,1108.27490234375,1744.0
32,0.1272628077535964,0.02160148322582245,0.04234057719407229,0.8627811670303345,0.9040626971812374,0.0003,55.338711996999336,1108.27490234375,1744.0
33,0.12716597802408255,0.021188892424106598,0.041223868718675415,0.8699238300323486,0.9033855110648581,0.0003,56.43508054300037,1128.25927734375,1744.0
34,0.12465580910979586,0.02165060117840767,0.04101656305284918,0.871228814125061,0.9104291162547081,0.0003,56.001562147000186,1128.25927734375,1744.0
35,0.12451638877504122,0.021426845341920853,0.04202254578581672,0.8648347854614258,0.9159218332997495,0.0003,55.79602921699916,1128.25927734375,1744.0
36,0.12264995134767015,0.02037518098950386,0.04071977471372723,0.873085618019104,0.9037178359602489,0.0003,56.34139551499993,1098.658203125,1744.0
37,0.11994208824303623,0.020426198840141296,0.04075701108323366,0.8728533983230591,0.9117615249471868,0.0003,64.57166056999995,1108.27490234375,1744.0
38,0.11867190793207162,0.02034952864050865,0.04043879803686796,0.8748310208320618,0.9096598705668547,0.0003,59.14459653599988,1128.25927734375,1744.0
39,0.116430821471621,0.02078663557767868,0.04049267779952651,0.8744972944259644,0.8951010576677985,0.0003,56.685288699999546,1119.23583984375,1744.0
40,0.11506844061790526,0.020209912210702896,0.0403290372249841,0.8755096197128296,0.9092819854480028,0.0003,55.62263964799968,1128.25927734375,1744.0
41,0.11349817364565647,0.020730510354042053,0.04135456846633129,0.8690977096557617,0.91593357072371,0.0003,56.034573152999656,1119.23583984375,1744.0
42,0.11322089112549177,0.02016875520348549,0.04034294120561806,0.8754237294197083,0.9150474696163946,0.0003,57.00789303700003,1128.25927734375,1744.0
43,0.11095335176000493,0.02015993371605873,0.040886237785168776,0.8720458149909973,0.9166215760707275,0.0003,56.49611190199994,1119.23583984375,1744.0
44,0.10931239633228652,0.020367035642266273,0.040738415013096524,0.872969388961792,0.894897365324371,0.0003,56.95725847800077,1116.39013671875,1744.0
45,0.10839257400818408,0.019637325778603554,0.04027946339211983,0.8758154511451721,0.9136361433905198,0.0003,67.23634479300017,1098.658203125,1744.0
46,0.10638470977690782,0.019405627623200417,0.040416080781278264,0.8749716281890869,0.9154336490034781,0.0003,57.145431388999896,1108.27490234375,1744.0
47,0.10528766144862084,0.0195289459079504,0.04011354699884014,0.8768364191055298,0.9198719069053842,0.0003,55.66445031600051,1098.658203125,1744.0
