structure_id,shard,offset,name,md5
634d9562d6d16c71eb0d6a3a,dataset/raw/structures/00a324b9f36d03f7751cb86844f484bf.json.gz,2,spuds_structure,01be2cebb3fb1192fbd3ef41f0444dd0
634d956349b0ce94eb0d8750,dataset/raw/structures/00a324b9f36d03f7751cb86844f484bf.json.gz,3,spuds_structure,aefaae004722854458c5b3198139cd78
634d956349b0ce94eb0d8752,dataset/raw/structures/00a324b9f36d03f7751cb86844f484bf.json.gz,4,spuds_structure,08c510c965a89d37a843bd91b8b0760c
634d956349b0ce94eb0d8756,dataset/raw/structures/00a324b9f36d03f7751cb86844f484bf.json.gz,5,spuds_structure,9645efe385e2d6cd27166a0558958856
634d956349b0ce94eb0d8757,dataset/raw/structures/00a324b9f36d03f7751cb86844f484bf.json.gz,6,spuds_structure,febf46a925ea511fba9e247a4c647bef
634d956349b0ce94eb0d8758,dataset/raw/structures/00a324b9f36d03f7751cb86844f484bf.json.gz,7,spuds_structure,9b5cad354301b9a4757205e545cafd08
6347099c103349a28b1b8524,dataset/raw/structures/00a34bce39ac2871daa4e1d76089b21a.json.gz,0,spuds_structure,4691e13f772fcdbcfe5d70a1e44c3ea6
6347099c103349a28b1b8525,dataset/raw/structures/00a34bce39ac2871daa4e1d76089b21a.json.gz,1,spuds_structure,82b2294d20a4e0f22bcc95690ebffda6
6347099c660f1387211b81e2,dataset/raw/structures/00a34bce39ac2871daa4e1d76089b21a.json.gz,2,spuds_structure,120a3a30b36b0f9b4d98b838b00fdb8f
6347099c660f1387211b81e4,dataset/raw/structures/00a34bce39ac2871daa4e1d76089b21a.json.gz,3,spuds_structure,74bcf7933bd16c03b0f3942dd03a5d8d
6347099d103349a28b1b8526,dataset/raw/structures/00a34bce39ac2871daa4e1d76089b21a.json.gz,4,spuds_structure,3d1642e0555ab9a23aaecd70895c8f5a
6347099d103349a28b1b852a,dataset/raw/structures/00a34bce39ac2871daa4e1d76089b21a.json.gz,5,spuds_structure,f6d42c25357c5c1f3951e8c9b85da01e
6347099d103349a28b1b852b,dataset/raw/structures/00a34bce39ac2871daa4e1d76089b21a.json.gz,6,spuds_structure,26647c1e9e320160ee83792e77e80d1d
6347099d103349a28b1b852c,dataset/raw/structures/00a34bce39ac2871daa4e1d76089b21a.json.gz,7,spuds_structure,ebd78d5531a2fb2ddebca29593186fd1
634d974ed6d16c71eb0d7558,dataset/raw/structures/00b62803c125fdb34a946a055db3a2c0.json.gz,0,spuds_structure,8578975c6c53a83bc4509c55f9718701
634d974ed6d16c71eb0d755a,dataset/raw/structures/00b62803c125fdb34a946a055db3a2c0.json.gz,1,spuds_structure,9366e1a49ad726e65bcf188bbaea03ed
634d974ed6d16c71eb0d755c,dataset/raw/structures/00b62803c125fdb34a946a055db3a2c0.json.gz,2,spuds_structure,d5cf48277a344358142743c79593aff4
634d974f49b0ce94eb0d98e3,dataset/raw/structures/00b62803c125fdb34a946a055db3a2c0.json.gz,3,spuds_structure,beae664b9b176b273654a5def7a64e26
634d974f49b0ce94eb0d98e5,dataset/raw/structures/00b62803c125fdb34a946a055db3a2c0.json.gz,4,spuds_structure,e586cf65762f7676ecebde0911ea0255
